Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                 489",4.116357720864e-02,2.060859663326e-01,8.686705207343e-02,1.192189142592e-01,-1.617593109289e-02
"                 490",4.115796828557e-02,2.059885362348e-01,8.681446625375e-02,1.191740699811e-01,-1.617980186365e-02
"                 491",4.115240055547e-02,2.058089447926e-01,8.672878543232e-02,1.190801593603e-01,-1.617568696398e-02
"                 492",4.109292387148e-02,2.055802967090e-01,8.662239434063e-02,1.189579023684e-01,-1.616775401386e-02
"                 493",4.105383470574e-02,2.053558944997e-01,8.651491380504e-02,1.188409806947e-01,-1.616303344481e-02
"                 494",4.102175773169e-02,2.051380170122e-01,8.641065577830e-02,1.187273612339e-01,-1.615835272781e-02
"                 495",4.098062357743e-02,2.049042765158e-01,8.630201364546e-02,1.186022628703e-01,-1.615012461242e-02
"                 496",4.091833558575e-02,2.046125448984e-01,8.617377938605e-02,1.184387655124e-01,-1.613249306315e-02
"                 497",4.082807545303e-02,2.042257337568e-01,8.600781552608e-02,1.182179182307e-01,-1.610505135233e-02
"                 498",4.073196277060e-02,2.037976409698e-01,8.582497786038e-02,1.179726631095e-01,-1.607384262454e-02
"                 499",4.063232627465e-02,2.033723673091e-01,8.564468415542e-02,1.177276831537e-01,-1.604149949914e-02
"                 500",4.053174680050e-02,2.029423873547e-01,8.546685762929e-02,1.174755297254e-01,-1.600433604805e-02
"                 501",4.040563331862e-02,2.024892572134e-01,8.528451608974e-02,1.172047411237e-01,-1.596011251698e-02
"                 502",4.025285463964e-02,2.019483828624e-01,8.507073604695e-02,1.168776468154e-01,-1.590345538423e-02
"                 503",4.005975517308e-02,2.012955122524e-01,8.481484471522e-02,1.164806675372e-01,-1.583291141098e-02
"                 504",3.985530097051e-02,2.005819439205e-01,8.453458772097e-02,1.160473561996e-01,-1.575638423929e-02
"                 505",3.966653421892e-02,1.998992617595e-01,8.426746457668e-02,1.156317971828e-01,-1.568216630306e-02
"                 506",3.947878895524e-02,1.992499989412e-01,8.401895148343e-02,1.152310474578e-01,-1.560604798718e-02
"                 507",3.927899608268e-02,1.986435425545e-01,8.379524545060e-02,1.148482971039e-01,-1.552652582667e-02
"                 508",3.906191992538e-02,1.980074974087e-01,8.356652460739e-02,1.144409728013e-01,-1.543722409695e-02
"                 509",3.879808562535e-02,1.972197609176e-01,8.327980333524e-02,1.139399575823e-01,-1.533007712354e-02
"                 510",3.850232483815e-02,1.962951943056e-01,8.293769914838e-02,1.133574951572e-01,-1.520989800442e-02
"                 511",3.819993234138e-02,1.953201788093e-01,8.257529699611e-02,1.127448818132e-01,-1.508479240856e-02
"                 512",3.789669095972e-02,1.943717922848e-01,8.222745908574e-02,1.121443331990e-01,-1.495843705664e-02
"                 513",3.759927715281e-02,1.934938134816e-01,8.191321887698e-02,1.115805946046e-01,-1.483368786380e-02
"                 514",3.731568410300e-02,1.926466814822e-01,8.161509731747e-02,1.110315841647e-01,-1.470824342361e-02
"                 515",3.700559079184e-02,1.917835773434e-01,8.131316969086e-02,1.104704076525e-01,-1.457861898082e-02
"                 516",3.670432031142e-02,1.909034746291e-01,8.100263540723e-02,1.099008392219e-01,-1.444910190734e-02
"                 517",3.642323191787e-02,1.900934697659e-01,8.071516484552e-02,1.093783049204e-01,-1.433157003743e-02
"                 518",3.617988847115e-02,1.893950245529e-01,8.047026859539e-02,1.089247559576e-01,-1.422724368108e-02
"                 519",3.596197165572e-02,1.887871078613e-01,8.026217716269e-02,1.085249306986e-01,-1.413137676796e-02
"                 520",3.577707044993e-02,1.882792666628e-01,8.009382494055e-02,1.081854417222e-01,-1.404580839084e-02
"                 521",3.562385548789e-02,1.878778551383e-01,7.996427440085e-02,1.079135807375e-01,-1.397465316832e-02
"                 522",3.548862406742e-02,1.875029955927e-01,7.984049378143e-02,1.076625018112e-01,-1.391100401490e-02
"                 523",3.537039093225e-02,1.871600238692e-01,7.972647288960e-02,1.074335509796e-01,-1.385353904499e-02
"                 524",3.528192660441e-02,1.869267896065e-01,7.965173611178e-02,1.072750534947e-01,-1.381165869147e-02
"                 525",3.524682148062e-02,1.868338984848e-01,7.962516461665e-02,1.072087338682e-01,-1.379178462576e-02
"                 526",3.526813346413e-02,1.868607407955e-01,7.964000919595e-02,1.072207315995e-01,-1.379036120180e-02
"                 527",3.533047370386e-02,1.870031749486e-01,7.969530365219e-02,1.073078712964e-01,-1.380628382212e-02
"                 528",3.542494854746e-02,1.872576649279e-01,7.979415651335e-02,1.074635084145e-01,-1.383467595058e-02
"                 529",3.554941032976e-02,1.876472876913e-01,7.994581733132e-02,1.077014703600e-01,-1.387782651433e-02
"                 530",3.570548483047e-02,1.881169705674e-01,8.012764038116e-02,1.079893301862e-01,-1.393084490254e-02
"                 531",3.586929976169e-02,1.886456992921e-01,8.033024104951e-02,1.083154582426e-01,-1.399260859654e-02
"                 532",3.606054527342e-02,1.892680993063e-01,8.056451093424e-02,1.087035883721e-01,-1.406953871891e-02
"                 533",3.627396668807e-02,1.899614404302e-01,8.082476921125e-02,1.091366712189e-01,-1.415595100383e-02
"                 534",3.650517760889e-02,1.907229106940e-01,8.111210656030e-02,1.096108041337e-01,-1.424934878669e-02
"                 535",3.676198755069e-02,1.915763276476e-01,8.143718179978e-02,1.101391458478e-01,-1.435098202402e-02
"                 536",3.703037541502e-02,1.924999073585e-01,8.178952460586e-02,1.107103827526e-01,-1.446042907337e-02
"                 537",3.729665439940e-02,1.934248394478e-01,8.213964378434e-02,1.112851956635e-01,-1.457277593957e-02
"                 538",3.754006871833e-02,1.942720476059e-01,8.245686211773e-02,1.118151854881e-01,-1.467916168521e-02
"                 539",3.775172478801e-02,1.950008478324e-01,8.272646718346e-02,1.122743806490e-01,-1.477395673276e-02
"                 540",3.795104848594e-02,1.956950485664e-01,8.298228498432e-02,1.127127635821e-01,-1.486523929888e-02
"                 541",3.812495727733e-02,1.963706968805e-01,8.323710254446e-02,1.131335943360e-01,-1.494824589577e-02
"                 542",3.827553823650e-02,1.970104718477e-01,8.348351278339e-02,1.135269590643e-01,-1.502172314045e-02
"                 543",3.841580104867e-02,1.975998772108e-01,8.371179222777e-02,1.138880849830e-01,-1.508814637762e-02
"                 544",3.851619077696e-02,1.980910112061e-01,8.390074849998e-02,1.141902627061e-01,-1.514475710306e-02
"                 545",3.859323503497e-02,1.984839110245e-01,8.405046232651e-02,1.144334486980e-01,-1.519149318576e-02
"                 546",3.865679774004e-02,1.988121993740e-01,8.417684723831e-02,1.146353521357e-01,-1.522925244869e-02
"                 547",3.870203679255e-02,1.991252606082e-01,8.429970644759e-02,1.148255541606e-01,-1.526292385648e-02
"                 548",3.873035932730e-02,1.993737507183e-01,8.439764383640e-02,1.149761068819e-01,-1.528923152277e-02
"                 549",3.873279688052e-02,1.995308741505e-01,8.445930108343e-02,1.150715730671e-01,-1.530613599184e-02
"                 550",3.870143241673e-02,1.996047958888e-01,8.449260014565e-02,1.151121957432e-01,-1.530979779877e-02
"                 551",3.863920564968e-02,1.995871191178e-01,8.449342098695e-02,1.150936981309e-01,-1.530013857196e-02
"                 552",3.856409682799e-02,1.995216644372e-01,8.447934506325e-02,1.150423193740e-01,-1.528148715536e-02
"                 553",3.848476730064e-02,1.994440914626e-01,8.446196441743e-02,1.149821270451e-01,-1.526008131386e-02
"                 554",3.839563453926e-02,1.993275936855e-01,8.442844451618e-02,1.148991491693e-01,-1.523535232657e-02
"                 555",3.830663503992e-02,1.991757047465e-01,8.438073731070e-02,1.147949674358e-01,-1.520711506257e-02
"                 556",3.818827227924e-02,1.989906756845e-01,8.432384928961e-02,1.146668263949e-01,-1.517148855266e-02
"                 557",3.805961092140e-02,1.987794671642e-01,8.426142897469e-02,1.145180381895e-01,-1.512830460739e-02
"                 558",3.792736419314e-02,1.985696217229e-01,8.420312818880e-02,1.143664935341e-01,-1.508168267267e-02
"                 559",3.780530490156e-02,1.983967975180e-01,8.415921953955e-02,1.142375779784e-01,-1.503917921944e-02
"                 560",3.769860205566e-02,1.982655566855e-01,8.413180274378e-02,1.141337539417e-01,-1.500097559897e-02
"                 561",3.759858352763e-02,1.981577819197e-01,8.411342917881e-02,1.140443527408e-01,-1.496546178101e-02
"                 562",3.749624947531e-02,1.980307776705e-01,8.408621997021e-02,1.139445577003e-01,-1.492916886504e-02
"                 563",3.740449625561e-02,1.978621476916e-01,8.403996142816e-02,1.138221862635e-01,-1.489111241766e-02
"                 564",3.730701991037e-02,1.977312094915e-01,8.400781477587e-02,1.137233947157e-01,-1.485778996990e-02
"                 565",3.723897496714e-02,1.976833659478e-01,8.400820229627e-02,1.136751636515e-01,-1.483348067763e-02
"                 566",3.719764602308e-02,1.977145881885e-01,8.404028529884e-02,1.136743028896e-01,-1.481700879539e-02
"                 567",3.717008413055e-02,1.977755096778e-01,8.408359344829e-02,1.136919162295e-01,-1.480416139061e-02
"                 568",3.714345271530e-02,1.978255392002e-01,8.412080756668e-02,1.137047316335e-01,-1.479196203342e-02
"                 569",3.711752267523e-02,1.978664712759e-01,8.415241053476e-02,1.137140607411e-01,-1.478082510317e-02
"                 570",3.709737141623e-02,1.979096997620e-01,8.418405215461e-02,1.137256476074e-01,-1.477079772640e-02
"                 571",3.708243040982e-02,1.979662782098e-01,8.422046917287e-02,1.137458090369e-01,-1.476266993204e-02
"                 572",3.707229693716e-02,1.980200780848e-01,8.425506589590e-02,1.137650121889e-01,-1.475497314652e-02
"                 573",3.707448476080e-02,1.980846826458e-01,8.429232957221e-02,1.137923530736e-01,-1.475001175067e-02
"                 574",3.708824266797e-02,1.981648189124e-01,8.433382644030e-02,1.138309924721e-01,-1.474858301588e-02
"                 575",3.710434638962e-02,1.982735971996e-01,8.438557284538e-02,1.138880243542e-01,-1.475122575443e-02
"                 576",3.713685571482e-02,1.984056334376e-01,8.444668821667e-02,1.139589452210e-01,-1.475612850215e-02
"                 577",3.717070268834e-02,1.985774628655e-01,8.452400683148e-02,1.140534560340e-01,-1.476472460126e-02
"                 578",3.721532531196e-02,1.987808461450e-01,8.461375764111e-02,1.141670885038e-01,-1.477666543137e-02
"                 579",3.726955685773e-02,1.990052834781e-01,8.471091186153e-02,1.142943716166e-01,-1.479172987751e-02
"                 580",3.733149683544e-02,1.992528216154e-01,8.481637314036e-02,1.144364484750e-01,-1.481003766734e-02
"                 581",3.740200056730e-02,1.995312466088e-01,8.493502222062e-02,1.145962243881e-01,-1.483060108376e-02
"                 582",3.747831552375e-02,1.998335414171e-01,8.506501410000e-02,1.147685273171e-01,-1.485175660853e-02
"                 583",3.754426000636e-02,2.001413169853e-01,8.519959277785e-02,1.149417242074e-01,-1.487106571478e-02
"                 584",3.760004767760e-02,2.004123430741e-01,8.532096076132e-02,1.150913823128e-01,-1.488521077571e-02
"                 585",3.764147512954e-02,2.006352050720e-01,8.542257649260e-02,1.152126285794e-01,-1.489502604340e-02
"                 586",3.767134104334e-02,2.008212855062e-01,8.550748574031e-02,1.153137997659e-01,-1.490315701282e-02
"                 587",3.770780351376e-02,2.009985469835e-01,8.558709271120e-02,1.154114542723e-01,-1.491218078054e-02
"                 588",3.775455345964e-02,2.011805849432e-01,8.566870741043e-02,1.155118775328e-01,-1.492158506119e-02
"                 589",3.778284370322e-02,2.013617548068e-01,8.575042942158e-02,1.156113253852e-01,-1.493044798181e-02
"                 590",3.780921823604e-02,2.015122207796e-01,8.581925517129e-02,1.156929656083e-01,-1.493685521850e-02
"                 591",3.782945150974e-02,2.016296672621e-01,8.587326227204e-02,1.157564049901e-01,-1.494157135903e-02
"                 592",3.785127966198e-02,2.017367791327e-01,8.592108932866e-02,1.158156898040e-01,-1.494730023767e-02
"                 593",3.788202644873e-02,2.018546846320e-01,8.597084813716e-02,1.158838364949e-01,-1.495649417885e-02
"                 594",3.792159574918e-02,2.019883400959e-01,8.602485788641e-02,1.159634822095e-01,-1.496931216153e-02
"                 595",3.797242070496e-02,2.021371025217e-01,8.608379518833e-02,1.160533073334e-01,-1.498475607254e-02
"                 596",3.801845916029e-02,2.023159309679e-01,8.615563035851e-02,1.161603006094e-01,-1.500233512544e-02
"                 597",3.807857827142e-02,2.025161809765e-01,8.623586492585e-02,1.162803160507e-01,-1.502222556240e-02
"                 598",3.814032813526e-02,2.027279333044e-01,8.631834235210e-02,1.164095909523e-01,-1.504562430010e-02
"                 599",3.820468092849e-02,2.029548092137e-01,8.640557038323e-02,1.165492388305e-01,-1.507183422362e-02
"                 600",3.828052531525e-02,2.031965109768e-01,8.649683042736e-02,1.166996805495e-01,-1.510142506106e-02
"                 601",3.836706424946e-02,2.034444936977e-01,8.658953753688e-02,1.168549561609e-01,-1.513270931198e-02
"                 602",3.845426035144e-02,2.037037603572e-01,8.668667031912e-02,1.170170900380e-01,-1.516520985946e-02
"                 603",3.853922578063e-02,2.039677802569e-01,8.678677413993e-02,1.171810061170e-01,-1.519711598854e-02
"                 604",3.861767411908e-02,2.042266178772e-01,8.688394014977e-02,1.173426777274e-01,-1.522936878883e-02
"                 605",3.869780539975e-02,2.044666831065e-01,8.697186765717e-02,1.174948154494e-01,-1.526147389610e-02
"                 606",3.878475719990e-02,2.046941743711e-01,8.705069669852e-02,1.176434776725e-01,-1.529639048701e-02
"                 607",3.887796222147e-02,2.049376483918e-01,8.713244768982e-02,1.178052007019e-01,-1.533637650606e-02
"                 608",3.898493764058e-02,2.052128520042e-01,8.722699264623e-02,1.179858593580e-01,-1.537943335587e-02
"                 609",3.909346707641e-02,2.055172687043e-01,8.733510772606e-02,1.181821609783e-01,-1.542352662610e-02
"                 610",3.919324113357e-02,2.058165402746e-01,8.744239264615e-02,1.183741476285e-01,-1.546587749116e-02
"                 611",3.929090356725e-02,2.060882513931e-01,8.753721104388e-02,1.185510403492e-01,-1.550691465267e-02
"                 612",3.939271509546e-02,2.063329763809e-01,8.761677365581e-02,1.187162027250e-01,-1.554971453462e-02
"                 613",3.949917215698e-02,2.065611265744e-01,8.768551371704e-02,1.188756128573e-01,-1.559504957015e-02
"                 614",3.961270530668e-02,2.067885728562e-01,8.775118939018e-02,1.190373834660e-01,-1.564309703792e-02
"                 615",3.973464614197e-02,2.070264796122e-01,8.782096251333e-02,1.192055170989e-01,-1.569227729279e-02
"                 616",3.985125637683e-02,2.072766214251e-01,8.789745726117e-02,1.193791641639e-01,-1.574085345137e-02
"                 617",3.995884705067e-02,2.075071011041e-01,8.796666323941e-02,1.195404378647e-01,-1.578688731266e-02
"                 618",4.007117202466e-02,2.076995160806e-01,8.801786721824e-02,1.196816488624e-01,-1.583189082206e-02
"                 619",4.017150396807e-02,2.078604197280e-01,8.805316991271e-02,1.198072498153e-01,-1.587703995130e-02
"                 620",4.028157384699e-02,2.080084963678e-01,8.808259364359e-02,1.199259027242e-01,-1.592165454033e-02
"                 621",4.039133794665e-02,2.081836711708e-01,8.812739062886e-02,1.200562805419e-01,-1.596444495653e-02
"                 622",4.049913141722e-02,2.083861056718e-01,8.818822195821e-02,1.201978837136e-01,-1.600483087767e-02
"                 623",4.059477353302e-02,2.085836454965e-01,8.825179736816e-02,1.203318481283e-01,-1.604002538008e-02
"                 624",4.065266952791e-02,2.086863712369e-01,8.828108869401e-02,1.204052825429e-01,-1.606209692446e-02
"                 625",4.067421503310e-02,2.086949776639e-01,8.827722731182e-02,1.204177503521e-01,-1.607026152012e-02
"                 626",4.067905992534e-02,2.086447897455e-01,8.825214844025e-02,1.203926413053e-01,-1.607024643251e-02
"                 627",4.067755801785e-02,2.085746958090e-01,8.822028243436e-02,1.203544133747e-01,-1.606706547016e-02
"                 628",4.065403549608e-02,2.084426132459e-01,8.816538296552e-02,1.202772302804e-01,-1.605592365744e-02
"                 629",4.059660492173e-02,2.081998004486e-01,8.806814973100e-02,1.201316507176e-01,-1.603175049332e-02
"                 630",4.051250300539e-02,2.078570588908e-01,8.793131070410e-02,1.199257481867e-01,-1.599721874132e-02
"                 631",4.040022719086e-02,2.074400923860e-01,8.776802994236e-02,1.196720624437e-01,-1.595201625065e-02
"                 632",4.027026351597e-02,2.069803470167e-01,8.759279982942e-02,1.193875471873e-01,-1.589737367892e-02
"                 633",4.013099115099e-02,2.065249404017e-01,8.742240382014e-02,1.191025365816e-01,-1.584006638072e-02
"                 634",3.998169405487e-02,2.060570690681e-01,8.725058126027e-02,1.188064878078e-01,-1.577795327377e-02
"                 635",3.981100683081e-02,2.055147447568e-01,8.705078454186e-02,1.184639602149e-01,-1.570658783652e-02
"                 636",3.963315085772e-02,2.049247981340e-01,8.683019903600e-02,1.180945990980e-01,-1.563220003098e-02
"                 637",3.946653841302e-02,2.043555747445e-01,8.661498196959e-02,1.177405927749e-01,-1.556280540265e-02
"                 638",3.931586242910e-02,2.038314885231e-01,8.641788341375e-02,1.174136051094e-01,-1.549786084781e-02
"                 639",3.915749791177e-02,2.032841328633e-01,8.621318144176e-02,1.170709514216e-01,-1.542888498989e-02
"                 640",3.898562214598e-02,2.026829672383e-01,8.598888624127e-02,1.166940809970e-01,-1.535259737787e-02
"                 641",3.879376758378e-02,2.020559986887e-01,8.575584232710e-02,1.163001563616e-01,-1.527215701726e-02
"                 642",3.861127755740e-02,2.014235853107e-01,8.551844290342e-02,1.159051424073e-01,-1.519334975193e-02
"                 643",3.845047704264e-02,2.008329350390e-01,8.529503339101e-02,1.155379016480e-01,-1.512143412848e-02
"                 644",3.831750037853e-02,2.003269205343e-01,8.510386370215e-02,1.152230568321e-01,-1.505959656499e-02
"                 645",3.820840249371e-02,1.999108760722e-01,8.494850818945e-02,1.149623678827e-01,-1.500692984664e-02
"                 646",3.811513627226e-02,1.995401541923e-01,8.480979733836e-02,1.147303568539e-01,-1.496027975780e-02
"                 647",3.804221982366e-02,1.992078371777e-01,8.468344200014e-02,1.145243951775e-01,-1.492047658868e-02
"                 648",3.797434980977e-02,1.988885860113e-01,8.455978936306e-02,1.143287966483e-01,-1.488450364261e-02
"                 649",3.791728824799e-02,1.985932717052e-01,8.444423234876e-02,1.141490393565e-01,-1.485240350387e-02
"                 650",3.786807734744e-02,1.983270740478e-01,8.434016923227e-02,1.139869048155e-01,-1.482336779163e-02
"                 651",3.782902173890e-02,1.980866611151e-01,8.424379302305e-02,1.138428680920e-01,-1.479953753450e-02
"                 652",3.781198071808e-02,1.978888666421e-01,8.415943902428e-02,1.137294276178e-01,-1.478499429677e-02
"                 653",3.782079337537e-02,1.977503726648e-01,8.409434235863e-02,1.136560303062e-01,-1.478084397376e-02
"                 654",3.785336468170e-02,1.976628468640e-01,8.404739238181e-02,1.136154544822e-01,-1.478403105017e-02
"                 655",3.788925463318e-02,1.976122468972e-01,8.401503485871e-02,1.135972120385e-01,-1.479108858988e-02
"                 656",3.793115123549e-02,1.975773069056e-01,8.398858006804e-02,1.135887268376e-01,-1.480007338477e-02
"                 657",3.797536253178e-02,1.975446470615e-01,8.396134001795e-02,1.135833070435e-01,-1.481098351280e-02
"                 658",3.802520230602e-02,1.975164582914e-01,8.393275171672e-02,1.135837065746e-01,-1.482547742896e-02
"                 659",3.809764659986e-02,1.975291076887e-01,8.391719153539e-02,1.136119161534e-01,-1.484736230898e-02
"                 660",3.818556936181e-02,1.976132844747e-01,8.392970292659e-02,1.136835815482e-01,-1.487693931079e-02
"                 661",3.829265865531e-02,1.977840383007e-01,8.397807313807e-02,1.138059651626e-01,-1.491394601227e-02
"                 662",3.841176232380e-02,1.979992192063e-01,8.404680927306e-02,1.139524099332e-01,-1.495280033008e-02
"                 663",3.851972643732e-02,1.982324244853e-01,8.412245553548e-02,1.141099689498e-01,-1.499375670717e-02
"                 664",3.863419891611e-02,1.984484794228e-01,8.418772385381e-02,1.142607555690e-01,-1.503651585761e-02
"                 665",3.875843047118e-02,1.986688021516e-01,8.425179526764e-02,1.144170068839e-01,-1.508260580815e-02
"                 666",3.889218140508e-02,1.989231351066e-01,8.432867956319e-02,1.145944555434e-01,-1.513288799012e-02
"                 667",3.903855751670e-02,1.992073293288e-01,8.441638939741e-02,1.147909399314e-01,-1.518727526698e-02
"                 668",3.919130189619e-02,1.994986658120e-01,8.450431959223e-02,1.149943462197e-01,-1.524501331375e-02
"                 669",3.934193107498e-02,1.997890541236e-01,8.459029509246e-02,1.151987590311e-01,-1.530423196933e-02
"                 670",3.948425269124e-02,2.000258476021e-01,8.465548382112e-02,1.153703637810e-01,-1.535743997993e-02
"                 671",3.960973654502e-02,2.002458902094e-01,8.471370064692e-02,1.155321895625e-01,-1.540924445779e-02
"                 672",3.973766668764e-02,2.004636365266e-01,8.476996831059e-02,1.156936682160e-01,-1.546184995270e-02
"                 673",3.987051275483e-02,2.006796883291e-01,8.482463858543e-02,1.158550497437e-01,-1.551520557914e-02
"                 674",4.000019493904e-02,2.008744095598e-01,8.486912196000e-02,1.160052875998e-01,-1.556808281991e-02
"                 675",4.012490850212e-02,2.010324984171e-01,8.489666563160e-02,1.161358327855e-01,-1.561958357694e-02
"                 676",4.023676766511e-02,2.011474395471e-01,8.490610198857e-02,1.162413375586e-01,-1.566761778500e-02
"                 677",4.033180016188e-02,2.012096881948e-01,8.489499290711e-02,1.163146952877e-01,-1.570985119028e-02
"                 678",4.042111612156e-02,2.012589552919e-01,8.488077866822e-02,1.163781766237e-01,-1.574869897773e-02
"                 679",4.050375405034e-02,2.013474906845e-01,8.488696919366e-02,1.164605214908e-01,-1.578677614859e-02
"                 680",4.058475893411e-02,2.014441328236e-01,8.489793305842e-02,1.165461997652e-01,-1.582413335339e-02
"                 681",4.065909511749e-02,2.015007361909e-01,8.489192869624e-02,1.166088074946e-01,-1.585843939920e-02
"                 682",4.071922596934e-02,2.015099392965e-01,8.486748405013e-02,1.166424552464e-01,-1.588748559814e-02
"                 683",4.077637445195e-02,2.015207889993e-01,8.484615013332e-02,1.166746388660e-01,-1.591424436635e-02
"                 684",4.082759535649e-02,2.015244238380e-01,8.482354291931e-02,1.167008809187e-01,-1.593866899971e-02
"                 685",4.086446310045e-02,2.014771050486e-01,8.478154456633e-02,1.166955604822e-01,-1.595700795795e-02
"                 686",4.086980034365e-02,2.013343370202e-01,8.470337703823e-02,1.166309599819e-01,-1.596379147185e-02
"                 687",4.084846877808e-02,2.011229537102e-01,8.460130141628e-02,1.165216522940e-01,-1.596017543884e-02
"                 688",4.081603334254e-02,2.009048809040e-01,8.450142825913e-02,1.164034526449e-01,-1.595101219287e-02
"                 689",4.078910469844e-02,2.007162023373e-01,8.441537367747e-02,1.163008286599e-01,-1.594272749119e-02
"                 690",4.075218202766e-02,2.005006699078e-01,8.432062037381e-02,1.161800495340e-01,-1.592971458011e-02
"                 691",4.068472622651e-02,2.002069811384e-01,8.419857081746e-02,1.160084103209e-01,-1.590491975173e-02
"                 692",4.058838799011e-02,1.998309243636e-01,8.404711851895e-02,1.157838058447e-01,-1.586834366288e-02
"                 693",4.046410813072e-02,1.993816730203e-01,8.386851403113e-02,1.155131589892e-01,-1.582232247901e-02
"                 694",4.031667379033e-02,1.988454217268e-01,8.365567253093e-02,1.151897491958e-01,-1.576703833246e-02
"                 695",4.015401684404e-02,1.982636969758e-01,8.342680047007e-02,1.148368965057e-01,-1.570504801784e-02
"                 696",3.998086328598e-02,1.976708392325e-01,8.319659821149e-02,1.144742410211e-01,-1.563882140478e-02
"                 697",3.978806589235e-02,1.970544744132e-01,8.296260958945e-02,1.140918648237e-01,-1.556462761712e-02
"                 698",3.956712394897e-02,1.963673324578e-01,8.270511039363e-02,1.136622220641e-01,-1.547855583525e-02
"                 699",3.931133391432e-02,1.955696430294e-01,8.240531271584e-02,1.131643303135e-01,-1.537950879883e-02
"                 700",3.903901042522e-02,1.947043597994e-01,8.207816112218e-02,1.126261986772e-01,-1.527401877752e-02
"                 701",3.876385550378e-02,1.938298106057e-01,8.174701757572e-02,1.120827930300e-01,-1.516788772714e-02
"                 702",3.849333989143e-02,1.929811498427e-01,8.142755507772e-02,1.115535947650e-01,-1.506301984361e-02
"                 703",3.821583045090e-02,1.921347900548e-01,8.111274266179e-02,1.110220473930e-01,-1.495465236560e-02
"                 704",3.792388846935e-02,1.912726994505e-01,8.079497900285e-02,1.104777204476e-01,-1.484137072239e-02
"                 705",3.763039038160e-02,1.903921682789e-01,8.047001587358e-02,1.099221524054e-01,-1.472606826589e-02
"                 706",3.733786379330e-02,1.895120584428e-01,8.014271596154e-02,1.093693424813e-01,-1.461331325988e-02
"                 707",3.705132288514e-02,1.886277887686e-01,7.981239328324e-02,1.088153954853e-01,-1.450150110105e-02
"                 708",3.676424051263e-02,1.877337173789e-01,7.947968466600e-02,1.082540327129e-01,-1.438717402343e-02
"                 709",3.648539074950e-02,1.868480141538e-01,7.915059223693e-02,1.076974219169e-01,-1.427341483997e-02
"                 710",3.619452802853e-02,1.860016742439e-01,7.883886053835e-02,1.071628137055e-01,-1.416197658359e-02
"                 711",3.593780450913e-02,1.852320527280e-01,7.855728835398e-02,1.066747643741e-01,-1.405873801004e-02
"                 712",3.569677004645e-02,1.845145113687e-01,7.829541699211e-02,1.062190943766e-01,-1.396183869223e-02
"                 713",3.549177457826e-02,1.838528985959e-01,7.805077680760e-02,1.058021217883e-01,-1.387567249035e-02
"                 714",3.531777448032e-02,1.832856844308e-01,7.783765502677e-02,1.054480294041e-01,-1.380518718864e-02
"                 715",3.518027623512e-02,1.828234457597e-01,7.766343664515e-02,1.051600091146e-01,-1.374828623472e-02
"                 716",3.506900945156e-02,1.824340642016e-01,7.751626067728e-02,1.049178035243e-01,-1.370077142353e-02
"                 717",3.498247332459e-02,1.821291300739e-01,7.740149684043e-02,1.047276332334e-01,-1.366306819650e-02
"                 718",3.492974884075e-02,1.819300608429e-01,7.732707815890e-02,1.046029826840e-01,-1.363795226253e-02
"                 719",3.491233485452e-02,1.818543450471e-01,7.730159442405e-02,1.045527506231e-01,-1.362557809952e-02
"                 720",3.492262341471e-02,1.818649597485e-01,7.730993102654e-02,1.045550287220e-01,-1.362254884771e-02
"                 721",3.493500849762e-02,1.819310398692e-01,7.733973987144e-02,1.045912999978e-01,-1.362578006316e-02
"                 722",3.495603972048e-02,1.820258300412e-01,7.738067279989e-02,1.046451572414e-01,-1.363224222073e-02
"                 723",3.499002445761e-02,1.821527983339e-01,7.743305567317e-02,1.047197426607e-01,-1.364334349375e-02
"                 724",3.504194718922e-02,1.823212839986e-01,7.750000997584e-02,1.048212740227e-01,-1.366063202344e-02
"                 725",3.510780222449e-02,1.825589156045e-01,7.759411137538e-02,1.049648042291e-01,-1.368534642685e-02
"                 726",3.518909266646e-02,1.828755399758e-01,7.771980651449e-02,1.051557334613e-01,-1.371796347342e-02
"                 727",3.528669101871e-02,1.832316198353e-01,7.786095847464e-02,1.053706613606e-01,-1.375485144298e-02
"                 728",3.538717466104e-02,1.835924110649e-01,7.800398056970e-02,1.055884304952e-01,-1.379222496277e-02
"                 729",3.547078840232e-02,1.839466477970e-01,7.814572892462e-02,1.058009188724e-01,-1.382759497389e-02
"                 730",3.555843117663e-02,1.843023739816e-01,7.828955132098e-02,1.060128226606e-01,-1.386163566981e-02
"                 731",3.564124667951e-02,1.846772546276e-01,7.844217400586e-02,1.062350806217e-01,-1.389645330792e-02
"                 732",3.571770498577e-02,1.850570233954e-01,7.859787560534e-02,1.064591477901e-01,-1.393063609237e-02
"                 733",3.579293224563e-02,1.854277220221e-01,7.874887569580e-02,1.066788463263e-01,-1.396498531527e-02
"                 734",3.587657315365e-02,1.858000041359e-01,7.889806495339e-02,1.069019391825e-01,-1.400193711455e-02
"                 735",3.595064278666e-02,1.861550262565e-01,7.904035263292e-02,1.071146736236e-01,-1.403716049533e-02
"                 736",3.600410092862e-02,1.864563105167e-01,7.916308893817e-02,1.072932215785e-01,-1.406506632016e-02
