Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                 241",3.855658152945e-02,2.016882078065e-01,8.568999462281e-02,1.159982131837e-01,-1.515410928042e-02
"                 242",3.860299432450e-02,2.017410847612e-01,8.570600117472e-02,1.160350835865e-01,-1.516454120589e-02
"                 243",3.863564408116e-02,2.017986762647e-01,8.572163411966e-02,1.160770421451e-01,-1.517770401271e-02
"                 244",3.874568004034e-02,2.018277108724e-01,8.572382790705e-02,1.161038829654e-01,-1.519002752916e-02
"                 245",3.879814515584e-02,2.018658652441e-01,8.572699887317e-02,1.161388663710e-01,-1.520593374889e-02
"                 246",3.888178284419e-02,2.019095169106e-01,8.573333817391e-02,1.161761787367e-01,-1.522142028137e-02
"                 247",3.894832111668e-02,2.019397765645e-01,8.573208746625e-02,1.162076890982e-01,-1.523780081599e-02
"                 248",3.900653788346e-02,2.019792276231e-01,8.573539728139e-02,1.162438303417e-01,-1.525421653016e-02
"                 249",3.908953324555e-02,2.020046081444e-01,8.572970506245e-02,1.162749030820e-01,-1.527259900978e-02
"                 250",3.914114421488e-02,2.020031488489e-01,8.571050863322e-02,1.162926402157e-01,-1.529106579125e-02
"                 251",3.921708804518e-02,2.020402508312e-01,8.570692053016e-02,1.163333303011e-01,-1.531320488545e-02
"                 252",3.930478284075e-02,2.020908848813e-01,8.570900303152e-02,1.163818818498e-01,-1.533643940915e-02
"                 253",3.940419590546e-02,2.021304290100e-01,8.570365365461e-02,1.164267753554e-01,-1.536156085038e-02
"                 254",3.952430716861e-02,2.021590483038e-01,8.569318184245e-02,1.164658664613e-01,-1.538634230944e-02
"                 255",3.960745049796e-02,2.021833950048e-01,8.567752918508e-02,1.165058658197e-01,-1.541416831732e-02
"                 256",3.967975398131e-02,2.021897290543e-01,8.565020450475e-02,1.165395245495e-01,-1.544466002239e-02
"                 257",3.978133458021e-02,2.022476067347e-01,8.564279141222e-02,1.166048153225e-01,-1.548101195512e-02
"                 258",3.987656841512e-02,2.022991554445e-01,8.563149178120e-02,1.166676636633e-01,-1.551808594107e-02
"                 259",3.999952995791e-02,2.024004893701e-01,8.564094307216e-02,1.167595462979e-01,-1.555930161288e-02
"                 260",4.013050524757e-02,2.024920272043e-01,8.564308088648e-02,1.168489463178e-01,-1.560293271566e-02
"                 261",4.028842624263e-02,2.025907216775e-01,8.564712805086e-02,1.169435936266e-01,-1.564823278788e-02
"                 262",4.038961151032e-02,2.026937249459e-01,8.565213578399e-02,1.170415891619e-01,-1.569472668896e-02
"                 263",4.051376774630e-02,2.027989425225e-01,8.565765106165e-02,1.171412914609e-01,-1.574182019962e-02
"                 264",4.064067541570e-02,2.028788819229e-01,8.564735615566e-02,1.172315257672e-01,-1.579208480577e-02
"                 265",4.081849832447e-02,2.029990288801e-01,8.565142403219e-02,1.173476048479e-01,-1.584809040788e-02
"                 266",4.093245317892e-02,2.031328610535e-01,8.565807452316e-02,1.174747865304e-01,-1.590835600361e-02
"                 267",4.111214677071e-02,2.033077360942e-01,8.568333403823e-02,1.176244020560e-01,-1.597053400888e-02
"                 268",4.124851208688e-02,2.034645198838e-01,8.569872866263e-02,1.177657912212e-01,-1.603353127928e-02
"                 269",4.143806612030e-02,2.036003527116e-01,8.570504847895e-02,1.178953042327e-01,-1.609512787686e-02
"                 270",4.157395787400e-02,2.036886786156e-01,8.568633121201e-02,1.180023474036e-01,-1.615800809578e-02
"                 271",4.171208960673e-02,2.038036603581e-01,8.568169188441e-02,1.181219684737e-01,-1.622013829465e-02
"                 272",4.185989780991e-02,2.039198692994e-01,8.567864026539e-02,1.182412290340e-01,-1.628129438430e-02
"                 273",4.206790092616e-02,2.040338013089e-01,8.567671058963e-02,1.183570907193e-01,-1.634019006484e-02
"                 274",4.221496392405e-02,2.041618605590e-01,8.567998900692e-02,1.184818715520e-01,-1.640094127255e-02
"                 275",4.238119846178e-02,2.042511268030e-01,8.566987641591e-02,1.185812503871e-01,-1.645568698560e-02
"                 276",4.244799755054e-02,2.042127811137e-01,8.560699655269e-02,1.186057845610e-01,-1.649939400416e-02
"                 277",4.251504322452e-02,2.040620934758e-01,8.550123615859e-02,1.185608573172e-01,-1.652981057930e-02
"                 278",4.255522194571e-02,2.038245879676e-01,8.536286240211e-02,1.184617255655e-01,-1.654943158171e-02
"                 279",4.258053447240e-02,2.035814503995e-01,8.522771303626e-02,1.183537373632e-01,-1.656301216348e-02
"                 280",4.256736230862e-02,2.033985703470e-01,8.512334554950e-02,1.182752247975e-01,-1.657593962401e-02
"                 281",4.256779166292e-02,2.031573441885e-01,8.500104906432e-02,1.181562951241e-01,-1.657762302991e-02
"                 282",4.249055273339e-02,2.027438750292e-01,8.481495587908e-02,1.179289191501e-01,-1.655698163553e-02
"                 283",4.231721979668e-02,2.020281841435e-01,8.451055272254e-02,1.175176314210e-01,-1.650353934923e-02
"                 284",4.215625632793e-02,2.010467219593e-01,8.410341227204e-02,1.169433096873e-01,-1.641994870761e-02
"                 285",4.192029940429e-02,2.000551294538e-01,8.369917888817e-02,1.163559505656e-01,-1.632838583873e-02
"                 286",4.163192560112e-02,1.990463703013e-01,8.330143515427e-02,1.157449351470e-01,-1.622174999638e-02
"                 287",4.133501074999e-02,1.978785592585e-01,8.284799839364e-02,1.150305608649e-01,-1.609128123563e-02
"                 288",4.093170046179e-02,1.965455519260e-01,8.233129495309e-02,1.142142569729e-01,-1.594148100993e-02
"                 289",4.052237453402e-02,1.950332051409e-01,8.174387646440e-02,1.132893286765e-01,-1.577272610603e-02
"                 290",4.011236897737e-02,1.933954030913e-01,8.111078545488e-02,1.122846176364e-01,-1.558691609075e-02
"                 291",3.961427365021e-02,1.917355085789e-01,8.047453716110e-02,1.112609714178e-01,-1.539321712837e-02
"                 292",3.911796093866e-02,1.900309775722e-01,7.982335653743e-02,1.102076210348e-01,-1.519213224867e-02
"                 293",3.861320667685e-02,1.882345393540e-01,7.913577242846e-02,1.090987669255e-01,-1.498149724852e-02
"                 294",3.816939065664e-02,1.863678539726e-01,7.841518870060e-02,1.079526652720e-01,-1.476873828571e-02
"                 295",3.763792303169e-02,1.846830921475e-01,7.776265443526e-02,1.069204377122e-01,-1.457889163847e-02
"                 296",3.722712994296e-02,1.831143521066e-01,7.715427073816e-02,1.059600813684e-01,-1.440290531514e-02
"                 297",3.682769357998e-02,1.816920213110e-01,7.660351334913e-02,1.050885079619e-01,-1.424249730638e-02
"                 298",3.645884026089e-02,1.803821560143e-01,7.609811757840e-02,1.042840384359e-01,-1.409296042874e-02
"                 299",3.619264367570e-02,1.792355257932e-01,7.565521650299e-02,1.035803092902e-01,-1.396254639361e-02
"                 300",3.603638980475e-02,1.783845165645e-01,7.532327353443e-02,1.030612430301e-01,-1.386898474782e-02
"                 301",3.588725400763e-02,1.778705831928e-01,7.511996241725e-02,1.027506207755e-01,-1.381532917915e-02
"                 302",3.587490822351e-02,1.774818091485e-01,7.496389125848e-02,1.025179178900e-01,-1.377701331578e-02
"                 303",3.583393524682e-02,1.772440878497e-01,7.486894561231e-02,1.023751422374e-01,-1.375309831254e-02
"                 304",3.580784976480e-02,1.771010790578e-01,7.481337363791e-02,1.022877054199e-01,-1.373716589099e-02
"                 305",3.581552901428e-02,1.770765788165e-01,7.480437663101e-02,1.022722021855e-01,-1.373391277723e-02
"                 306",3.587682825861e-02,1.772052666931e-01,7.485219617368e-02,1.023530705194e-01,-1.375043717284e-02
"                 307",3.595264984431e-02,1.774450881954e-01,7.493895826044e-02,1.025061299350e-01,-1.378358583727e-02
"                 308",3.611515426904e-02,1.777485660377e-01,7.504904955684e-02,1.026995164808e-01,-1.382523346199e-02
"                 309",3.624498433905e-02,1.781812614481e-01,7.521300378889e-02,1.029682576592e-01,-1.387762693516e-02
"                 310",3.642452638071e-02,1.787242925786e-01,7.542221903144e-02,1.033020735472e-01,-1.393992725786e-02
"                 311",3.663832238626e-02,1.793586854017e-01,7.566807565929e-02,1.036906097424e-01,-1.401126704157e-02
"                 312",3.686265059917e-02,1.800830250003e-01,7.595094207422e-02,1.041320829261e-01,-1.409057042593e-02
"                 313",3.711499573817e-02,1.809153431769e-01,7.627549021438e-02,1.046398529625e-01,-1.418218137405e-02
"                 314",3.738912218591e-02,1.818437553869e-01,7.663696620927e-02,1.052067891776e-01,-1.428491148418e-02
"                 315",3.765758147871e-02,1.827920573523e-01,7.700746937968e-02,1.057845879726e-01,-1.438855929645e-02
"                 316",3.787490026833e-02,1.836773273347e-01,7.735662052769e-02,1.063207068070e-01,-1.448204313964e-02
"                 317",3.806801596901e-02,1.845062185236e-01,7.768738672917e-02,1.068188317944e-01,-1.456572253263e-02
"                 318",3.823870070677e-02,1.852637695229e-01,7.799286519487e-02,1.072709043281e-01,-1.463901956659e-02
"                 319",3.840322273118e-02,1.859531942902e-01,7.827576356333e-02,1.076774307269e-01,-1.470083358177e-02
"                 320",3.849966235140e-02,1.865433534980e-01,7.852188853401e-02,1.080214649639e-01,-1.474978821497e-02
"                 321",3.857105672375e-02,1.869656553187e-01,7.870493246041e-02,1.082607228583e-01,-1.477789519893e-02
"                 322",3.855589987852e-02,1.872095118914e-01,7.881932133864e-02,1.083901905528e-01,-1.478543460708e-02
"                 323",3.849366745614e-02,1.872591715923e-01,7.886058059526e-02,1.083985909971e-01,-1.476900520090e-02
"                 324",3.834097414345e-02,1.872268158569e-01,7.887362985025e-02,1.083531860066e-01,-1.473977807820e-02
"                 325",3.820999800716e-02,1.871104708912e-01,7.885797640973e-02,1.082524944815e-01,-1.469725903589e-02
"                 326",3.805478721103e-02,1.869566912036e-01,7.883055806420e-02,1.081261331394e-01,-1.464778753760e-02
"                 327",3.784223299793e-02,1.866978598237e-01,7.876528463010e-02,1.079325751936e-01,-1.458364528174e-02
"                 328",3.760200911129e-02,1.863524968769e-01,7.867159687980e-02,1.076808999971e-01,-1.450465155863e-02
"                 329",3.735028305005e-02,1.859705492549e-01,7.856572082423e-02,1.074048284307e-01,-1.441955380324e-02
"                 330",3.707336732449e-02,1.855844056191e-01,7.845908725608e-02,1.071253183630e-01,-1.433311555348e-02
"                 331",3.681476964143e-02,1.851987280125e-01,7.835379975176e-02,1.068449282607e-01,-1.424556425448e-02
"                 332",3.655121008439e-02,1.848289161561e-01,7.825622686768e-02,1.065726892884e-01,-1.415823121038e-02
"                 333",3.626735868570e-02,1.844357521180e-01,7.815111991270e-02,1.062846322053e-01,-1.406675614629e-02
"                 334",3.601438635807e-02,1.840637000797e-01,7.805091427156e-02,1.060127858082e-01,-1.398093576831e-02
"                 335",3.576474906696e-02,1.837005168679e-01,7.795041807409e-02,1.057500987938e-01,-1.389984035987e-02
"                 336",3.556276723536e-02,1.833608028646e-01,7.785685924115e-02,1.055039436234e-01,-1.382354219115e-02
"                 337",3.532511488588e-02,1.830786779384e-01,7.778502742392e-02,1.052936505145e-01,-1.375431154529e-02
"                 338",3.510606104281e-02,1.827991355354e-01,7.771378827963e-02,1.050853472558e-01,-1.368577948809e-02
"                 339",3.491354729622e-02,1.825545392057e-01,7.765066136566e-02,1.049038778401e-01,-1.362660823721e-02
"                 340",3.475381187670e-02,1.823410248233e-01,7.758976545063e-02,1.047512593726e-01,-1.358074696100e-02
"                 341",3.463877663174e-02,1.821720382030e-01,7.753660461837e-02,1.046354335847e-01,-1.354941448315e-02
"                 342",3.454812912995e-02,1.821187609894e-01,7.752379165074e-02,1.045949693387e-01,-1.353558884397e-02
"                 343",3.449834168092e-02,1.821662661057e-01,7.755255010202e-02,1.046137160037e-01,-1.353058295082e-02
"                 344",3.447288346539e-02,1.822958243450e-01,7.761652505542e-02,1.046792992896e-01,-1.353138711707e-02
"                 345",3.445510152126e-02,1.824713295611e-01,7.769500573146e-02,1.047763238296e-01,-1.354065904909e-02
"                 346",3.446977576929e-02,1.826790681311e-01,7.777952080919e-02,1.048995473220e-01,-1.356001325639e-02
"                 347",3.452998394834e-02,1.829803583626e-01,7.789612184121e-02,1.050842365214e-01,-1.359405734009e-02
"                 348",3.462903820209e-02,1.834262622424e-01,7.806788842238e-02,1.053583738200e-01,-1.364524269880e-02
"                 349",3.475738386564e-02,1.839850701943e-01,7.828742450365e-02,1.056976456906e-01,-1.370511059348e-02
"                 350",3.490999721901e-02,1.846487131735e-01,7.855677598704e-02,1.060919371865e-01,-1.376758059972e-02
"                 351",3.506335842263e-02,1.853932387850e-01,7.885961149242e-02,1.065336272925e-01,-1.383700790007e-02
"                 352",3.523285481858e-02,1.861410419622e-01,7.916072287396e-02,1.069803190882e-01,-1.390979810713e-02
"                 353",3.540099863426e-02,1.868769243680e-01,7.945467635304e-02,1.074222480150e-01,-1.398378583098e-02
"                 354",3.556991049417e-02,1.875738792062e-01,7.973143437260e-02,1.078424448336e-01,-1.405550523048e-02
"                 355",3.572632815411e-02,1.882441058434e-01,8.000080496141e-02,1.082433008820e-01,-1.412124796027e-02
"                 356",3.586162633939e-02,1.889042556538e-01,8.027320534850e-02,1.086310503053e-01,-1.417892247842e-02
"                 357",3.597327415066e-02,1.895463836178e-01,8.054446614440e-02,1.090019174734e-01,-1.422872566449e-02
"                 358",3.605461435533e-02,1.901117847830e-01,8.078739655226e-02,1.093243882307e-01,-1.426849583925e-02
"                 359",3.611805098918e-02,1.905617915366e-01,8.098252260024e-02,1.095792689364e-01,-1.429837316806e-02
"                 360",3.616997821523e-02,1.909543531684e-01,8.115419400933e-02,1.098001591591e-01,-1.432298257487e-02
"                 361",3.619597951373e-02,1.912734941651e-01,8.129440467791e-02,1.099790894872e-01,-1.434234240465e-02
"                 362",3.621054165380e-02,1.915112896005e-01,8.140153792850e-02,1.101097516720e-01,-1.435410687175e-02
"                 363",3.623452887617e-02,1.917489953539e-01,8.150707725914e-02,1.102419180948e-01,-1.436742041781e-02
"                 364",3.626560568503e-02,1.920136352171e-01,8.162350144741e-02,1.103901337697e-01,-1.438331616112e-02
"                 365",3.628830430804e-02,1.922915289448e-01,8.174822609579e-02,1.105433028490e-01,-1.439753837660e-02
"                 366",3.629019077179e-02,1.925255303015e-01,8.186006406889e-02,1.106654662326e-01,-1.440270108184e-02
"                 367",3.627540391425e-02,1.926776686541e-01,8.194027121498e-02,1.107373974391e-01,-1.439856311206e-02
"                 368",3.624906005785e-02,1.927851283406e-01,8.200184548477e-02,1.107832828558e-01,-1.439071868553e-02
"                 369",3.622511581108e-02,1.928973488732e-01,8.206275145975e-02,1.108345974134e-01,-1.438592297683e-02
"                 370",3.621720873792e-02,1.930561535875e-01,8.214078397920e-02,1.109153696083e-01,-1.438729281456e-02
"                 371",3.623177797322e-02,1.932652576723e-01,8.223803821289e-02,1.110272194594e-01,-1.439459062327e-02
"                 372",3.625169495836e-02,1.934919558615e-01,8.234305955509e-02,1.111488963064e-01,-1.440291837565e-02
"                 373",3.625878281884e-02,1.937099337792e-01,8.244644780699e-02,1.112634859722e-01,-1.440851908259e-02
"                 374",3.626413840067e-02,1.939080221724e-01,8.254260393026e-02,1.113654182421e-01,-1.441140715592e-02
"                 375",3.627097660879e-02,1.940946576389e-01,8.263357023851e-02,1.114610874003e-01,-1.441375858091e-02
"                 376",3.626874846764e-02,1.942622835542e-01,8.271618152540e-02,1.115461020288e-01,-1.441496025171e-02
"                 377",3.626541602524e-02,1.944073404726e-01,8.278817799090e-02,1.116191624818e-01,-1.441549224543e-02
"                 378",3.627143586343e-02,1.945656533369e-01,8.286503428470e-02,1.117006190522e-01,-1.441779238376e-02
"                 379",3.628793075530e-02,1.947727087979e-01,8.296018340814e-02,1.118125253898e-01,-1.442617099082e-02
"                 380",3.631726878585e-02,1.950157026289e-01,8.307000761576e-02,1.119456950131e-01,-1.443784369869e-02
"                 381",3.635146074779e-02,1.952613699600e-01,8.318089331995e-02,1.120804766401e-01,-1.444979166007e-02
"                 382",3.637818640576e-02,1.954857819995e-01,8.328257181290e-02,1.122032101866e-01,-1.446031918685e-02
"                 383",3.640285643470e-02,1.956937226243e-01,8.337707165859e-02,1.123166509657e-01,-1.446978965354e-02
"                 384",3.643049616004e-02,1.959109369683e-01,8.347415653702e-02,1.124367804313e-01,-1.448131194713e-02
"                 385",3.646961353604e-02,1.961526547194e-01,8.357899086851e-02,1.125736638509e-01,-1.449733649120e-02
"                 386",3.651579367301e-02,1.964109779168e-01,8.368883153809e-02,1.127221463788e-01,-1.451665742033e-02
"                 387",3.656761931222e-02,1.966636032488e-01,8.379423992981e-02,1.128693633190e-01,-1.453756169460e-02
"                 388",3.662283016268e-02,1.969264641889e-01,8.390343352992e-02,1.130230306590e-01,-1.455979856453e-02
"                 389",3.669188128819e-02,1.972241167445e-01,8.402696016772e-02,1.131971565768e-01,-1.458509820451e-02
"                 390",3.676611469136e-02,1.975617369315e-01,8.416771471892e-02,1.133940222126e-01,-1.461315374685e-02
"                 391",3.684397441835e-02,1.979044051754e-01,8.430997167151e-02,1.135944335039e-01,-1.464223091620e-02
"                 392",3.691565093324e-02,1.982312266312e-01,8.444388775942e-02,1.137873388718e-01,-1.467172555617e-02
"                 393",3.699084478022e-02,1.985245362853e-01,8.456144975432e-02,1.139630865310e-01,-1.470081838835e-02
"                 394",3.705712142971e-02,1.988098109823e-01,8.467496779661e-02,1.141348431857e-01,-1.472993769456e-02
"                 395",3.713328768724e-02,1.990994343879e-01,8.479000685564e-02,1.143094275322e-01,-1.475971033830e-02
"                 396",3.720908105893e-02,1.994039607094e-01,8.491122286638e-02,1.144927378430e-01,-1.479075748831e-02
"                 397",3.728682519624e-02,1.997156279908e-01,8.503559470533e-02,1.146800332855e-01,-1.482221929009e-02
"                 398",3.736941057431e-02,2.000499081824e-01,8.517043002953e-02,1.148794781528e-01,-1.485452406165e-02
"                 399",3.745305442060e-02,2.003908525836e-01,8.530857072875e-02,1.150822818548e-01,-1.488685556305e-02
"                 400",3.753180654458e-02,2.007240178769e-01,8.544246988595e-02,1.152815479910e-01,-1.491953905252e-02
"                 401",3.761439872472e-02,2.010382638385e-01,8.556737683851e-02,1.154708870000e-01,-1.495175508073e-02
"                 402",3.769711390697e-02,2.013590408493e-01,8.569391059085e-02,1.156651302584e-01,-1.498560983379e-02
"                 403",3.779647885682e-02,2.016859373056e-01,8.582193507390e-02,1.158640022317e-01,-1.502103357891e-02
"                 404",3.789121632000e-02,2.020241334350e-01,8.595410537610e-02,1.160700280589e-01,-1.505796134141e-02
"                 405",3.798692172903e-02,2.023595919285e-01,8.608514494131e-02,1.162744469872e-01,-1.509465102295e-02
"                 406",3.807512300958e-02,2.026939083613e-01,8.621707486876e-02,1.164768334926e-01,-1.512987931191e-02
"                 407",3.816193939897e-02,2.030176254647e-01,8.634571966778e-02,1.166719057969e-01,-1.516309306458e-02
"                 408",3.823944484829e-02,2.033137704233e-01,8.646359010767e-02,1.168501803156e-01,-1.519329510397e-02
"                 409",3.831785712926e-02,2.035795077990e-01,8.656668841147e-02,1.170128193875e-01,-1.522306548802e-02
"                 410",3.839250348658e-02,2.038273990910e-01,8.665943660121e-02,1.171679624898e-01,-1.525426294427e-02
"                 411",3.847087681083e-02,2.040636773335e-01,8.674514902944e-02,1.173185283040e-01,-1.528668963729e-02
"                 412",3.855401993336e-02,2.042928268274e-01,8.682624969686e-02,1.174665771305e-01,-1.532016371682e-02
"                 413",3.863825068374e-02,2.045172040773e-01,8.690381485126e-02,1.176133892261e-01,-1.535478718742e-02
"                 414",3.872261779098e-02,2.047237271451e-01,8.697413228135e-02,1.177495948638e-01,-1.538773129122e-02
"                 415",3.880472569028e-02,2.049231813865e-01,8.704079537337e-02,1.178823860131e-01,-1.542079531986e-02
"                 416",3.889069729228e-02,2.051275113345e-01,8.710918691517e-02,1.180183244193e-01,-1.545456875207e-02
"                 417",3.896885649502e-02,2.053569611432e-01,8.719053092777e-02,1.181664302154e-01,-1.548794964383e-02
"                 418",3.904908062273e-02,2.055656677013e-01,8.726642818979e-02,1.182992395116e-01,-1.551640566088e-02
"                 419",3.911000134210e-02,2.057287493452e-01,8.732205020086e-02,1.184066991443e-01,-1.554232447172e-02
"                 420",3.916932623209e-02,2.058271473792e-01,8.734858327065e-02,1.184785641085e-01,-1.556499041893e-02
"                 421",3.921874745188e-02,2.058901484249e-01,8.736162236880e-02,1.185285260561e-01,-1.558345184365e-02
"                 422",3.925216360811e-02,2.059537808377e-01,8.738104556708e-02,1.185727352706e-01,-1.559584485177e-02
"                 423",3.927042936912e-02,2.060160915604e-01,8.740468810731e-02,1.186114034531e-01,-1.560335767290e-02
"                 424",3.927959496494e-02,2.060410470381e-01,8.741361972867e-02,1.186274273094e-01,-1.560690379038e-02
"                 425",3.927964775168e-02,2.060214999854e-01,8.740398211963e-02,1.186175178658e-01,-1.560676787307e-02
"                 426",3.927299695743e-02,2.059557051079e-01,8.737482673869e-02,1.185808783693e-01,-1.560302581529e-02
"                 427",3.926219787826e-02,2.058651150215e-01,8.733611916884e-02,1.185289958527e-01,-1.559643834193e-02
"                 428",3.924746668087e-02,2.057765747321e-01,8.729942942642e-02,1.184771453057e-01,-1.558885793962e-02
"                 429",3.922931487305e-02,2.056975757148e-01,8.726848967528e-02,1.184290860395e-01,-1.558029818211e-02
"                 430",3.921318751024e-02,2.056308362130e-01,8.724313073819e-02,1.183877054748e-01,-1.557228736831e-02
"                 431",3.918847360148e-02,2.055357979777e-01,8.720533687143e-02,1.183304611063e-01,-1.556256211744e-02
"                 432",3.914821136547e-02,2.053830741640e-01,8.714506114038e-02,1.182380130236e-01,-1.554647594163e-02
"                 433",3.910666145028e-02,2.052011687645e-01,8.707238701276e-02,1.181287817517e-01,-1.552819736947e-02
"                 434",3.907321337395e-02,2.050403681184e-01,8.700754435012e-02,1.180328237683e-01,-1.551263970908e-02
"                 435",3.902873257101e-02,2.048795886953e-01,8.694355985333e-02,1.179360288419e-01,-1.549623449430e-02
"                 436",3.896911434308e-02,2.046469908691e-01,8.685192939739e-02,1.177950614717e-01,-1.547156603715e-02
"                 437",3.888428474910e-02,2.043311865749e-01,8.672762308263e-02,1.176035634922e-01,-1.543797020481e-02
"                 438",3.881478475714e-02,2.039638248110e-01,8.658191454860e-02,1.173819102624e-01,-1.539999785688e-02
"                 439",3.871568867033e-02,2.036263675507e-01,8.644815083724e-02,1.171782167134e-01,-1.536503293809e-02
"                 440",3.861650090567e-02,2.032626445308e-01,8.630474053762e-02,1.169579039932e-01,-1.532658172779e-02
"                 441",3.849654834886e-02,2.028318211464e-01,8.613615237298e-02,1.166956687734e-01,-1.527975820020e-02
"                 442",3.836002718196e-02,2.023600448459e-01,8.595490190566e-02,1.164051429403e-01,-1.522512051730e-02
"                 443",3.822316938624e-02,2.018709076797e-01,8.576881395479e-02,1.161020937249e-01,-1.516663988506e-02
"                 444",3.808462325322e-02,2.013897313891e-01,8.558339338880e-02,1.158063380003e-01,-1.511147230577e-02
"                 445",3.796633402939e-02,2.009412989891e-01,8.540756746707e-02,1.155337315220e-01,-1.506308202748e-02
"                 446",3.786258775926e-02,2.005414792892e-01,8.525238658705e-02,1.152890927022e-01,-1.501835305755e-02
"                 447",3.775748222525e-02,2.001633715533e-01,8.510960541621e-02,1.150537661371e-01,-1.497208036043e-02
"                 448",3.765726975617e-02,1.997981068743e-01,8.497172978300e-02,1.148263770913e-01,-1.492732365415e-02
"                 449",3.757913195446e-02,1.994431996350e-01,8.483415517740e-02,1.146090444576e-01,-1.488744464008e-02
"                 450",3.750726305027e-02,1.991565614333e-01,8.472360981690e-02,1.144329516164e-01,-1.485467089976e-02
"                 451",3.746560319971e-02,1.989387748829e-01,8.464029437238e-02,1.142984805106e-01,-1.482909306909e-02
"                 452",3.744042045064e-02,1.987706542523e-01,8.457435923159e-02,1.141962950207e-01,-1.481096789457e-02
"                 453",3.743550189790e-02,1.986585582106e-01,8.452684482346e-02,1.141317133871e-01,-1.480243428183e-02
"                 454",3.744999770129e-02,1.985854087425e-01,8.449245912994e-02,1.140929496126e-01,-1.480024524133e-02
"                 455",3.747448611698e-02,1.985418322286e-01,8.446934173645e-02,1.140724904922e-01,-1.480157437786e-02
"                 456",3.750224565370e-02,1.985304871491e-01,8.446088496588e-02,1.140696021832e-01,-1.480435860865e-02
"                 457",3.754226751168e-02,1.985608793542e-01,8.446831888200e-02,1.140925604722e-01,-1.481212079509e-02
"                 458",3.759778643000e-02,1.986165180038e-01,8.448255757340e-02,1.141339604304e-01,-1.482570142851e-02
"                 459",3.767213128660e-02,1.986832681859e-01,8.449670381168e-02,1.141865643742e-01,-1.484493028127e-02
"                 460",3.774731619507e-02,1.987583695089e-01,8.451113477781e-02,1.142472347311e-01,-1.486804997667e-02
"                 461",3.782728911877e-02,1.988676336982e-01,8.453956604925e-02,1.143280676490e-01,-1.489425079987e-02
"                 462",3.791576555804e-02,1.989941329280e-01,8.457470546863e-02,1.144194274594e-01,-1.492236099537e-02
"                 463",3.801881812436e-02,1.991544225510e-01,8.462000145589e-02,1.145344210951e-01,-1.495720981961e-02
"                 464",3.814430419972e-02,1.993635181665e-01,8.468157663477e-02,1.146819415317e-01,-1.500018244848e-02
"                 465",3.827727550163e-02,1.996231359412e-01,8.476202949782e-02,1.148611064434e-01,-1.504953847278e-02
"                 466",3.843833879131e-02,1.999522005680e-01,8.486945905992e-02,1.150827415080e-01,-1.510664122405e-02
"                 467",3.861762383468e-02,2.003331369977e-01,8.499640386175e-02,1.153367331360e-01,-1.517016463711e-02
"                 468",3.879761797785e-02,2.007345511763e-01,8.513005347326e-02,1.156044977030e-01,-1.523722211488e-02
"                 469",3.897920240856e-02,2.011466257690e-01,8.526837014647e-02,1.158782556226e-01,-1.530494273804e-02
"                 470",3.916833783459e-02,2.016041125700e-01,8.542621737945e-02,1.161778951905e-01,-1.537583890554e-02
"                 471",3.936680842337e-02,2.020868257602e-01,8.559387560333e-02,1.164929501568e-01,-1.544953727675e-02
"                 472",3.955897965686e-02,2.025420216689e-01,8.575107804041e-02,1.167909436285e-01,-1.551993279403e-02
"                 473",3.973540353938e-02,2.029585264359e-01,8.589360892555e-02,1.170649175103e-01,-1.558565429239e-02
"                 474",3.989189399912e-02,2.033240085226e-01,8.601668023160e-02,1.173073282910e-01,-1.564532402972e-02
"                 475",4.004082067407e-02,2.036661070489e-01,8.613247310005e-02,1.175336339489e-01,-1.570058042441e-02
"                 476",4.017981281779e-02,2.040290466709e-01,8.625967075219e-02,1.177693759187e-01,-1.575485258328e-02
"                 477",4.031348434893e-02,2.043849989414e-01,8.638681946457e-02,1.179981794768e-01,-1.580568000613e-02
"                 478",4.042203316802e-02,2.046758777981e-01,8.649052834921e-02,1.181853494489e-01,-1.584741054983e-02
"                 479",4.050563576852e-02,2.048777663782e-01,8.655723887321e-02,1.183205275050e-01,-1.588164431588e-02
"                 480",4.058322269859e-02,2.050220999623e-01,8.659720893818e-02,1.184248910241e-01,-1.591384104296e-02
"                 481",4.067428381966e-02,2.051790732117e-01,8.663796762714e-02,1.185411055846e-01,-1.595156897872e-02
"                 482",4.078093738423e-02,2.053988120486e-01,8.670229842961e-02,1.186965136190e-01,-1.599710759469e-02
"                 483",4.089067596994e-02,2.056458883142e-01,8.678126204171e-02,1.188646262725e-01,-1.604168211538e-02
"                 484",4.096477168060e-02,2.058236065019e-01,8.683792379891e-02,1.189856827030e-01,-1.607387945204e-02
"                 485",4.100630942827e-02,2.058929611573e-01,8.685238237302e-02,1.190405787843e-01,-1.609409820563e-02
"                 486",4.103639355988e-02,2.059132959623e-01,8.684529754593e-02,1.190679984164e-01,-1.611135043522e-02
"                 487",4.108508460484e-02,2.059713471618e-01,8.685257962728e-02,1.191187675345e-01,-1.613309395362e-02
"                 488",4.113304816882e-02,2.060655150730e-01,8.687456795488e-02,1.191909471181e-01,-1.615818958162e-02
