Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                 247",4.872385386260e-03,7.409087595725e-02,2.834053625328e-02,4.575033970397e-02,-8.704901725343e-03
"                 248",4.832266333925e-03,7.407740856558e-02,2.833244531458e-02,4.574496325100e-02,-8.706258968213e-03
"                 249",4.835843804093e-03,7.407488140793e-02,2.833102128813e-02,4.574386011980e-02,-8.706419415838e-03
"                 250",4.843967780508e-03,7.407257252623e-02,2.833005816177e-02,4.574251436446e-02,-8.706228101343e-03
"                 251",4.844281485323e-03,7.406706693106e-02,2.832692612795e-02,4.574014080311e-02,-8.706607337580e-03
"                 252",4.843190570859e-03,7.406137201526e-02,2.832448371895e-02,4.573688829631e-02,-8.706202288680e-03
"                 253",4.838426881583e-03,7.405949400774e-02,2.832249322103e-02,4.573700078671e-02,-8.707253782840e-03
"                 254",4.856661478475e-03,7.405878519140e-02,2.832366033374e-02,4.573512485766e-02,-8.705732261961e-03
"                 255",4.838330069385e-03,7.405157579191e-02,2.831858295557e-02,4.573299283634e-02,-8.707204940389e-03
"                 256",4.854831287312e-03,7.405245801004e-02,2.831910196699e-02,4.573335604305e-02,-8.707127038032e-03
"                 257",4.841700065472e-03,7.404247939348e-02,2.831392253542e-02,4.572855685806e-02,-8.707317161322e-03
"                 258",4.845307823230e-03,7.403980604942e-02,2.831234255499e-02,4.572746349443e-02,-8.707560469717e-03
"                 259",4.845063526720e-03,7.403279248100e-02,2.830919837226e-02,4.572359410874e-02,-8.707197868236e-03
"                 260",4.850103819481e-03,7.403054955262e-02,2.830824427690e-02,4.572230527573e-02,-8.707030499414e-03
"                 261",4.855723130589e-03,7.402700805616e-02,2.830653257906e-02,4.572047547710e-02,-8.706971449023e-03
"                 262",4.847045311186e-03,7.402322365515e-02,2.830377002097e-02,4.571945363418e-02,-8.707841806609e-03
"                 263",4.847313262851e-03,7.402022219338e-02,2.830208320979e-02,4.571813898359e-02,-8.708027886902e-03
"                 264",4.850636420444e-03,7.401751557153e-02,2.830080741432e-02,4.571670815721e-02,-8.707950371449e-03
"                 265",4.850258141433e-03,7.401302084842e-02,2.829836091980e-02,4.571465992861e-02,-8.708149504403e-03
"                 266",4.851869347023e-03,7.400892874924e-02,2.829623325080e-02,4.571269549844e-02,-8.708231123821e-03
"                 267",4.865266891272e-03,7.400979011927e-02,2.829665198123e-02,4.571313813803e-02,-8.708243078400e-03
"                 268",4.858762168512e-03,7.400309545137e-02,2.829320959385e-02,4.570988585752e-02,-8.708338131832e-03
"                 269",4.858143845223e-03,7.399896710968e-02,2.829110188744e-02,4.570786522224e-02,-8.708381667399e-03
"                 270",4.859026977569e-03,7.399502495343e-02,2.828915823700e-02,4.570586671643e-02,-8.708354239714e-03
"                 271",4.860340019486e-03,7.399035564924e-02,2.828689397069e-02,4.570346167855e-02,-8.708283853929e-03
"                 272",4.861659339481e-03,7.398538889038e-02,2.828456430079e-02,4.570082458960e-02,-8.708130144404e-03
"                 273",4.865502412735e-03,7.397965054821e-02,2.828194623137e-02,4.569770431684e-02,-8.707879042736e-03
"                 274",4.871757431237e-03,7.397663044709e-02,2.828069122548e-02,4.569593922161e-02,-8.707623998066e-03
"                 275",4.869049577892e-03,7.397046419543e-02,2.827777663302e-02,4.569268756242e-02,-8.707455464701e-03
"                 276",4.868252301681e-03,7.396325226725e-02,2.827447127348e-02,4.568878099377e-02,-8.707154860149e-03
"                 277",4.868709343022e-03,7.395606119525e-02,2.827121497159e-02,4.568484622366e-02,-8.706815626035e-03
"                 278",4.870154621548e-03,7.394978579691e-02,2.826841694697e-02,4.568136884994e-02,-8.706475951489e-03
"                 279",4.871669112217e-03,7.394365226538e-02,2.826569578156e-02,4.567795648382e-02,-8.706130351130e-03
"                 280",4.872941360052e-03,7.393757363856e-02,2.826307106796e-02,4.567450257061e-02,-8.705715751325e-03
"                 281",4.874309824370e-03,7.393047261542e-02,2.826005364765e-02,4.567041896777e-02,-8.705182660057e-03
"                 282",4.875481174011e-03,7.392318205114e-02,2.825701317541e-02,4.566616887573e-02,-8.704577850159e-03
"                 283",4.876691708268e-03,7.391553855821e-02,2.825381508216e-02,4.566172347605e-02,-8.703954196947e-03
"                 284",4.877708664023e-03,7.390823858201e-02,2.825077555115e-02,4.565746303087e-02,-8.703343739859e-03
"                 285",4.878937196538e-03,7.390005863955e-02,2.824733317715e-02,4.565272546240e-02,-8.702696142622e-03
"                 286",4.879960698308e-03,7.389150893424e-02,2.824374393785e-02,4.564776499639e-02,-8.702010529268e-03
"                 287",4.882094475459e-03,7.388223311326e-02,2.823989717776e-02,4.564233593550e-02,-8.701219378871e-03
"                 288",4.882462647417e-03,7.387328834276e-02,2.823621208849e-02,4.563707625427e-02,-8.700432082887e-03
"                 289",4.883488480375e-03,7.386404915493e-02,2.823241871477e-02,4.563163044016e-02,-8.699605862690e-03
"                 290",4.884553322750e-03,7.385451324238e-02,2.822853738697e-02,4.562597585541e-02,-8.698719234221e-03
"                 291",4.885476382525e-03,7.384411146073e-02,2.822422555281e-02,4.561988590792e-02,-8.697830177553e-03
"                 292",4.893380201839e-03,7.383494148512e-02,2.822119508335e-02,4.561374640177e-02,-8.696275659213e-03
"                 293",4.887677933131e-03,7.382375131433e-02,2.821593786626e-02,4.560781344807e-02,-8.695937790909e-03
"                 294",4.894813663932e-03,7.381399733509e-02,2.821265246406e-02,4.560134487103e-02,-8.694346203488e-03
"                 295",4.889169639228e-03,7.380208547349e-02,2.820714778437e-02,4.559493768912e-02,-8.693894952378e-03
"                 296",4.890285147560e-03,7.378980283957e-02,2.820223031281e-02,4.558757252676e-02,-8.692671106975e-03
"                 297",4.891587892723e-03,7.377715161620e-02,2.819714194214e-02,4.558000967406e-02,-8.691433865960e-03
"                 298",4.893819693628e-03,7.376597132200e-02,2.819270947980e-02,4.557326184220e-02,-8.690276181202e-03
"                 299",4.893939189797e-03,7.375516627314e-02,2.818831298066e-02,4.556685329248e-02,-8.689270155911e-03
"                 300",4.894605069422e-03,7.374449982996e-02,2.818399056486e-02,4.556050926510e-02,-8.688259350121e-03
"                 301",4.895949198405e-03,7.373187818372e-02,2.817888489035e-02,4.555299329337e-02,-8.687054201508e-03
"                 302",4.897023143076e-03,7.371994790482e-02,2.817409731762e-02,4.554585058720e-02,-8.685876634792e-03
"                 303",4.898210922637e-03,7.370779741494e-02,2.816918888721e-02,4.553860852773e-02,-8.684709820262e-03
"                 304",4.898866294871e-03,7.369667763638e-02,2.816471628199e-02,4.553196135439e-02,-8.683622536198e-03
"                 305",4.908253289047e-03,7.368474870239e-02,2.816075540263e-02,4.552399329976e-02,-8.681618948567e-03
"                 306",4.931560133292e-03,7.367473798329e-02,2.815905792704e-02,4.551568005625e-02,-8.678311064604e-03
"                 307",4.911437493167e-03,7.365988447280e-02,2.815087549054e-02,4.550900898227e-02,-8.679066745864e-03
"                 308",4.906307696608e-03,7.364754224100e-02,2.814533766876e-02,4.550220457225e-02,-8.678433451745e-03
"                 309",4.906560043086e-03,7.363523689300e-02,2.814026070926e-02,4.549497618374e-02,-8.677357737244e-03
"                 310",4.906744201713e-03,7.362304579078e-02,2.813536979496e-02,4.548767599582e-02,-8.676153100432e-03
"                 311",4.907772089752e-03,7.360973152329e-02,2.812998779172e-02,4.547974373157e-02,-8.674877969923e-03
"                 312",4.927299179195e-03,7.360010360928e-02,2.812820181277e-02,4.547190179650e-02,-8.671849991864e-03
"                 313",4.914787671757e-03,7.358358338955e-02,2.812002980488e-02,4.546355358467e-02,-8.671761889893e-03
"                 314",4.912035581409e-03,7.356895939911e-02,2.811377946121e-02,4.545517993791e-02,-8.670700238349e-03
"                 315",4.912045485333e-03,7.355581892628e-02,2.810840163647e-02,4.544741728981e-02,-8.669507826670e-03
"                 316",4.912674083251e-03,7.354348161277e-02,2.810343823299e-02,4.544004337978e-02,-8.668302573397e-03
"                 317",4.913623083195e-03,7.353014763262e-02,2.809803588228e-02,4.543211175034e-02,-8.667037934032e-03
"                 318",4.914719284561e-03,7.351709795829e-02,2.809280080994e-02,4.542429714835e-02,-8.665748169205e-03
"                 319",4.915622402642e-03,7.350361796497e-02,2.808731215539e-02,4.541630580958e-02,-8.664496827093e-03
"                 320",4.916906043876e-03,7.348948166687e-02,2.808163536046e-02,4.540784630641e-02,-8.663105472976e-03
"                 321",4.918107560469e-03,7.347451522997e-02,2.807556765736e-02,4.539894757261e-02,-8.661689957625e-03
"                 322",4.919520578654e-03,7.346145828239e-02,2.807035170650e-02,4.539110657589e-02,-8.660377434691e-03
"                 323",4.920807968805e-03,7.344928921288e-02,2.806548056433e-02,4.538380864854e-02,-8.659164042105e-03
"                 324",4.934970763029e-03,7.343949177445e-02,2.806281772804e-02,4.537667404641e-02,-8.656928159182e-03
"                 325",4.923045142733e-03,7.342626422692e-02,2.805634954679e-02,4.536991468013e-02,-8.656782566667e-03
"                 326",4.924183228631e-03,7.341411913237e-02,2.805149871644e-02,4.536262041593e-02,-8.655560849747e-03
"                 327",4.925417503482e-03,7.340068633257e-02,2.804608345579e-02,4.535460287678e-02,-8.654259710491e-03
"                 328",4.926543214987e-03,7.338775357902e-02,2.804090921315e-02,4.534684436587e-02,-8.652967576361e-03
"                 329",4.927550204510e-03,7.337442178477e-02,2.803554172508e-02,4.533888005969e-02,-8.651669167309e-03
"                 330",4.929036273589e-03,7.336111412089e-02,2.803023150090e-02,4.533088261999e-02,-8.650325559548e-03
"                 331",4.930157027717e-03,7.334772485189e-02,2.802479968641e-02,4.532292516548e-02,-8.649062739536e-03
"                 332",4.931359785054e-03,7.333555705694e-02,2.801987409738e-02,4.531568295956e-02,-8.647904431087e-03
"                 333",4.932466162394e-03,7.332378871638e-02,2.801504630034e-02,4.530874241604e-02,-8.646848057848e-03
"                 334",4.933707204000e-03,7.331261356613e-02,2.801047742849e-02,4.530213613764e-02,-8.645829354573e-03
"                 335",4.934885394951e-03,7.330126268915e-02,2.800578726457e-02,4.529547542457e-02,-8.644844080000e-03
"                 336",4.936224281753e-03,7.329097611719e-02,2.800154508204e-02,4.528943103515e-02,-8.643942976552e-03
"                 337",4.937564769314e-03,7.328072912510e-02,2.799726663918e-02,4.528346248593e-02,-8.643097923374e-03
"                 338",4.938827185837e-03,7.327121192461e-02,2.799332410548e-02,4.527788781913e-02,-8.642281856825e-03
"                 339",4.940387018119e-03,7.325987268156e-02,2.798871400412e-02,4.527115867744e-02,-8.641222336658e-03
"                 340",4.971747816607e-03,7.324833826642e-02,2.798720901985e-02,4.526112924657e-02,-8.636960113362e-03
"                 341",4.951166198028e-03,7.323142063490e-02,2.797829156305e-02,4.525312907185e-02,-8.637418754400e-03
"                 342",4.958616881817e-03,7.321991068821e-02,2.797438138291e-02,4.524552930530e-02,-8.635573961197e-03
"                 343",4.945517096663e-03,7.320800963481e-02,2.796825762802e-02,4.523975200679e-02,-8.635747189382e-03
"                 344",4.965375463797e-03,7.319718512452e-02,2.796573970223e-02,4.523144542229e-02,-8.632852860028e-03
"                 345",4.952325688826e-03,7.318425379708e-02,2.795913899738e-02,4.522511479970e-02,-8.632987901161e-03
"                 346",4.949165924246e-03,7.317160850479e-02,2.795366101738e-02,4.521794748741e-02,-8.632143235017e-03
"                 347",4.949112998941e-03,7.315837761937e-02,2.794820791360e-02,4.521016970576e-02,-8.630980896080e-03
"                 348",4.949906700395e-03,7.314734379944e-02,2.794372390078e-02,4.520361989866e-02,-8.629947998944e-03
"                 349",4.951038316346e-03,7.313726223779e-02,2.793960417833e-02,4.519765805945e-02,-8.629026940562e-03
"                 350",4.952299684596e-03,7.312847399512e-02,2.793604426543e-02,4.519242972969e-02,-8.628192732132e-03
"                 351",4.953579559065e-03,7.311862132538e-02,2.793203588208e-02,4.518658544330e-02,-8.627274780611e-03
"                 352",4.955223907621e-03,7.310814321097e-02,2.792785970472e-02,4.518028350625e-02,-8.626211900764e-03
"                 353",4.955872415850e-03,7.309689526920e-02,2.792327093156e-02,4.517362433764e-02,-8.625176703039e-03
"                 354",4.956633970789e-03,7.308572430087e-02,2.791881529859e-02,4.516690900228e-02,-8.624046851847e-03
"                 355",4.957500784750e-03,7.307252511815e-02,2.791357784443e-02,4.515894727372e-02,-8.622684714642e-03
"                 356",4.958314162124e-03,7.305932528719e-02,2.790835058685e-02,4.515097470033e-02,-8.621312056740e-03
"                 357",4.959429518910e-03,7.304658888177e-02,2.790321922142e-02,4.514336966035e-02,-8.620075219467e-03
"                 358",4.971389581481e-03,7.303702137921e-02,2.790029671619e-02,4.513672466301e-02,-8.618213973411e-03
"                 359",4.961957842019e-03,7.302596936570e-02,2.789473770515e-02,4.513123166056e-02,-8.618246977706e-03
"                 360",4.963277166185e-03,7.301739901254e-02,2.789119568628e-02,4.512620332625e-02,-8.617503819983e-03
"                 361",4.964603833468e-03,7.300818349305e-02,2.788741018568e-02,4.512077330738e-02,-8.616681560851e-03
"                 362",4.972346721771e-03,7.299974043442e-02,2.788460285904e-02,4.511513757538e-02,-8.615267358172e-03
"                 363",4.966891527766e-03,7.298994891561e-02,2.787998764540e-02,4.510996127020e-02,-8.614986812401e-03
"                 364",4.972322319344e-03,7.298151121975e-02,2.787695957543e-02,4.510455164432e-02,-8.613796034449e-03
"                 365",4.969156686546e-03,7.297229165996e-02,2.787276416543e-02,4.509952749453e-02,-8.613381664553e-03
"                 366",4.970096490716e-03,7.296316965796e-02,2.786907027500e-02,4.509409938296e-02,-8.612514553979e-03
"                 367",4.971238799940e-03,7.295288626472e-02,2.786486173210e-02,4.508802453263e-02,-8.611581400267e-03
"                 368",4.972306834952e-03,7.294297950870e-02,2.786085607470e-02,4.508212343400e-02,-8.610633679649e-03
"                 369",4.973438082105e-03,7.293267125464e-02,2.785668793222e-02,4.507598332242e-02,-8.609647695098e-03
"                 370",4.974374033334e-03,7.292303646655e-02,2.785285695937e-02,4.507017950718e-02,-8.608661273908e-03
"                 371",4.975409909785e-03,7.291288884611e-02,2.784877825679e-02,4.506411058932e-02,-8.607666166268e-03
"                 372",4.976296657587e-03,7.290317688617e-02,2.784490372618e-02,4.505827315999e-02,-8.606684716909e-03
"                 373",4.977257814377e-03,7.289314728967e-02,2.784086915520e-02,4.505227813447e-02,-8.605704489637e-03
"                 374",4.978103523388e-03,7.288433636517e-02,2.783736035791e-02,4.504697600725e-02,-8.604807824671e-03
"                 375",4.978899904754e-03,7.287535441941e-02,2.783367835670e-02,4.504167606271e-02,-8.603998853005e-03
"                 376",4.979721354070e-03,7.286719685728e-02,2.783032400288e-02,4.503687285440e-02,-8.603274425758e-03
"                 377",4.980884957083e-03,7.285820669204e-02,2.782657375830e-02,4.503163293374e-02,-8.602529587719e-03
"                 378",4.982010240820e-03,7.285003407747e-02,2.782319355497e-02,4.502684052250e-02,-8.601823483766e-03
"                 379",4.983242269810e-03,7.284171064640e-02,2.781974481136e-02,4.502196583504e-02,-8.601110511838e-03
"                 380",4.984325504195e-03,7.283423476557e-02,2.781669407902e-02,4.501754068655e-02,-8.600423303769e-03
"                 381",4.985504790443e-03,7.282631908308e-02,2.781342534624e-02,4.501289373684e-02,-8.599734195302e-03
"                 382",4.986580269763e-03,7.281920265473e-02,2.781051445027e-02,4.500868820446e-02,-8.599086877094e-03
"                 383",4.987726856741e-03,7.281160728686e-02,2.780737546598e-02,4.500423182088e-02,-8.598428177450e-03
"                 384",4.988662300496e-03,7.280460657258e-02,2.780453142354e-02,4.500007514903e-02,-8.597771862747e-03
"                 385",4.989578469114e-03,7.279679625138e-02,2.780133499751e-02,4.499546125387e-02,-8.597063128178e-03
"                 386",4.990377430382e-03,7.278951054609e-02,2.779837295642e-02,4.499113758967e-02,-8.596382316628e-03
"                 387",4.991380853094e-03,7.278123315812e-02,2.779494077512e-02,4.498629238301e-02,-8.595675803947e-03
"                 388",4.992398504549e-03,7.277363870432e-02,2.779180162397e-02,4.498183708035e-02,-8.595017728190e-03
"                 389",4.993546786005e-03,7.276637303441e-02,2.778878138096e-02,4.497759165345e-02,-8.594405136246e-03
"                 390",4.994506807433e-03,7.276041140950e-02,2.778633928158e-02,4.497407212792e-02,-8.593866423167e-03
"                 391",4.995052002311e-03,7.275348195484e-02,2.778342854905e-02,4.497005340578e-02,-8.593312428364e-03
"                 392",4.995949837924e-03,7.274587290221e-02,2.778033649977e-02,4.496553640243e-02,-8.592599951330e-03
"                 393",4.996928417590e-03,7.273757615902e-02,2.777694020734e-02,4.496063595168e-02,-8.591847872166e-03
"                 394",4.997585618288e-03,7.273119540229e-02,2.777435511927e-02,4.495684028302e-02,-8.591242581871e-03
"                 395",4.997804017775e-03,7.272487155333e-02,2.777175959825e-02,4.495311195509e-02,-8.590676178421e-03
"                 396",4.999257191596e-03,7.271834958507e-02,2.776912421732e-02,4.494922536775e-02,-8.590050575217e-03
"                 397",5.000882092544e-03,7.270992166480e-02,2.776570403089e-02,4.494421763391e-02,-8.589256801512e-03
"                 398",5.001247586698e-03,7.270331018701e-02,2.776294666880e-02,4.494036351820e-02,-8.588708424700e-03
"                 399",5.002151191519e-03,7.269685986513e-02,2.776025640209e-02,4.493660346304e-02,-8.588173530471e-03
"                 400",5.003051270889e-03,7.269209251275e-02,2.775826955397e-02,4.493382295878e-02,-8.587776702406e-03
"                 401",5.002414740563e-03,7.268753145603e-02,2.775628158857e-02,4.493124986746e-02,-8.587484139444e-03
"                 402",5.004537615889e-03,7.268264480980e-02,2.775428152464e-02,4.492836328516e-02,-8.587040880258e-03
"                 403",5.005732863312e-03,7.267672632146e-02,2.775185954427e-02,4.492486677719e-02,-8.586503616459e-03
"                 404",5.006592189463e-03,7.267111411856e-02,2.774960082250e-02,4.492151329607e-02,-8.585956236785e-03
"                 405",5.007518392175e-03,7.266522376300e-02,2.774716196410e-02,4.491806179890e-02,-8.585449917402e-03
"                 406",5.008403088626e-03,7.266038116812e-02,2.774512141547e-02,4.491525975265e-02,-8.585069168590e-03
"                 407",5.009481803169e-03,7.265492986685e-02,2.774275803376e-02,4.491217183308e-02,-8.584706899660e-03
"                 408",5.010372677683e-03,7.264980391248e-02,2.774056174741e-02,4.490924216507e-02,-8.584340208829e-03
"                 409",5.011327661573e-03,7.264414127877e-02,2.773819057709e-02,4.490595070168e-02,-8.583880062297e-03
"                 410",5.012101665176e-03,7.263905578211e-02,2.773616259217e-02,4.490289318994e-02,-8.583365298885e-03
"                 411",5.012908517743e-03,7.263255469925e-02,2.773357746333e-02,4.489897723592e-02,-8.582699886297e-03
"                 412",5.013626632911e-03,7.262642928762e-02,2.773115252549e-02,4.489527676212e-02,-8.582062118314e-03
"                 413",5.014577107653e-03,7.262087381490e-02,2.772883583506e-02,4.489203797984e-02,-8.581601072394e-03
"                 414",5.015508101472e-03,7.261701776421e-02,2.772720052239e-02,4.488981724182e-02,-8.581308359717e-03
"                 415",5.016409306564e-03,7.261230080383e-02,2.772521195622e-02,4.488708884760e-02,-8.580938445689e-03
"                 416",5.016994535472e-03,7.260736910454e-02,2.772321926823e-02,4.488414983631e-02,-8.580465284038e-03
"                 417",5.017660588603e-03,7.260118726735e-02,2.772070054952e-02,4.488048671783e-02,-8.579893084153e-03
"                 418",5.018364947134e-03,7.259616028231e-02,2.771864594023e-02,4.487751434208e-02,-8.579434200928e-03
"                 419",5.019361867164e-03,7.259163138448e-02,2.771669949290e-02,4.487493189158e-02,-8.579116199342e-03
"                 420",5.020335671049e-03,7.258857610071e-02,2.771535509771e-02,4.487322100300e-02,-8.578932952647e-03
"                 421",5.021355383695e-03,7.258499730381e-02,2.771378145739e-02,4.487121584643e-02,-8.578717194520e-03
"                 422",5.022178674630e-03,7.258181436852e-02,2.771243656837e-02,4.486937780015e-02,-8.578470615888e-03
"                 423",5.023015932198e-03,7.257793298579e-02,2.771078537792e-02,4.486714760787e-02,-8.578181114975e-03
"                 424",5.023780613356e-03,7.257465212242e-02,2.770940221063e-02,4.486524991178e-02,-8.577923850574e-03
"                 425",5.024596293731e-03,7.257103007345e-02,2.770784733725e-02,4.486318273619e-02,-8.577667699468e-03
"                 426",5.025303669224e-03,7.256788309327e-02,2.770650321391e-02,4.486137987936e-02,-8.577438332727e-03
"                 427",5.026112550357e-03,7.256335813403e-02,2.770456314939e-02,4.485879498464e-02,-8.577115917627e-03
"                 428",5.026818102973e-03,7.255867764839e-02,2.770263453344e-02,4.485604311494e-02,-8.576704290749e-03
"                 429",5.027551300769e-03,7.255334153873e-02,2.770045341296e-02,4.485288812577e-02,-8.576217356405e-03
"                 430",5.028134130337e-03,7.254922954718e-02,2.769882921290e-02,4.485040033428e-02,-8.575785560689e-03
"                 431",5.028851539996e-03,7.254487988707e-02,2.769705556749e-02,4.484782431958e-02,-8.575384376048e-03
"                 432",5.029554841080e-03,7.254141286032e-02,2.769563115864e-02,4.484578170167e-02,-8.575075271514e-03
"                 433",5.030402609478e-03,7.253813841010e-02,2.769422383648e-02,4.484391457362e-02,-8.574845368574e-03
"                 434",5.031134785562e-03,7.253603539442e-02,2.769332685799e-02,4.484270853643e-02,-8.574690839219e-03
"                 435",5.031380298454e-03,7.253337575602e-02,2.769213448194e-02,4.484124127407e-02,-8.574553396063e-03
"                 436",5.032386309327e-03,7.253034824803e-02,2.769087269735e-02,4.483947555068e-02,-8.574301426664e-03
"                 437",5.033189671634e-03,7.252657489093e-02,2.768925224970e-02,4.483732264122e-02,-8.574035195760e-03
"                 438",5.033940452153e-03,7.252375211498e-02,2.768801684010e-02,4.483573527487e-02,-8.573859217387e-03
"                 439",5.034749210884e-03,7.252063502036e-02,2.768663188087e-02,4.483400313950e-02,-8.573685629317e-03
"                 440",5.035391596475e-03,7.251817134879e-02,2.768557463414e-02,4.483259671464e-02,-8.573511040250e-03
"                 441",5.036058204503e-03,7.251556243328e-02,2.768442921570e-02,4.483113321758e-02,-8.573352000945e-03
"                 442",5.036758535382e-03,7.251383567446e-02,2.768365547757e-02,4.483018019689e-02,-8.573262359661e-03
"                 443",5.037606886135e-03,7.251174751247e-02,2.768268226655e-02,4.482906524592e-02,-8.573191489690e-03
"                 444",5.038261218820e-03,7.250945202380e-02,2.768169343447e-02,4.482775858932e-02,-8.573032577423e-03
"                 445",5.039008492727e-03,7.250668186877e-02,2.768052443302e-02,4.482615743575e-02,-8.572816501362e-03
"                 446",5.039264413735e-03,7.250456499684e-02,2.767966938838e-02,4.482489560845e-02,-8.572613110035e-03
"                 447",5.039366896507e-03,7.250133873774e-02,2.767830522504e-02,4.482303351270e-02,-8.572364143833e-03
"                 448",5.039858765398e-03,7.249754412978e-02,2.767672522610e-02,4.482081890368e-02,-8.572046838786e-03
"                 449",5.040392639196e-03,7.249330558934e-02,2.767492792533e-02,4.481837766401e-02,-8.571724869337e-03
"                 450",5.041276457174e-03,7.249049332993e-02,2.767376483146e-02,4.481672849847e-02,-8.571481833504e-03
"                 451",5.042200686328e-03,7.248906339460e-02,2.767307678540e-02,4.481598660921e-02,-8.571454911904e-03
"                 452",5.042869382374e-03,7.248841731105e-02,2.767272875337e-02,4.481568855768e-02,-8.571479902153e-03
"                 453",5.043592968564e-03,7.248664671538e-02,2.767195814325e-02,4.481468857213e-02,-8.571365214443e-03
"                 454",5.043833956058e-03,7.248444008352e-02,2.767108977306e-02,4.481335031047e-02,-8.571130268706e-03
"                 455",5.044302876403e-03,7.248157731502e-02,2.766993020266e-02,4.481164711236e-02,-8.570858454849e-03
"                 456",5.060935118187e-03,7.248307779922e-02,2.767197631932e-02,4.481110147990e-02,-8.569562580290e-03
"                 457",5.050038220109e-03,7.247827894687e-02,2.766894871001e-02,4.480933023686e-02,-8.570190763429e-03
"                 458",5.047272636892e-03,7.247570795891e-02,2.766752506760e-02,4.480818289131e-02,-8.570328911854e-03
"                 459",5.046452399703e-03,7.247330772831e-02,2.766631425036e-02,4.480699347795e-02,-8.570339613795e-03
"                 460",5.047507422185e-03,7.247222374312e-02,2.766576941020e-02,4.480645433292e-02,-8.570342461360e-03
"                 461",5.048241585102e-03,7.247242147067e-02,2.766570447170e-02,4.480671699897e-02,-8.570506263633e-03
"                 462",5.048997843910e-03,7.247337376014e-02,2.766598605857e-02,4.480738770158e-02,-8.570700821504e-03
"                 463",5.049777917472e-03,7.247274949796e-02,2.766563022275e-02,4.480711927521e-02,-8.570744526229e-03
"                 464",5.050289621988e-03,7.247088649702e-02,2.766486428067e-02,4.480602221635e-02,-8.570578967839e-03
"                 465",5.050598908223e-03,7.246768537863e-02,2.766354707247e-02,4.480413830616e-02,-8.570295616846e-03
"                 466",5.050971880404e-03,7.246631646345e-02,2.766301237401e-02,4.480330408944e-02,-8.570145857716e-03
"                 467",5.051525839949e-03,7.246535938813e-02,2.766254808330e-02,4.480281130483e-02,-8.570131610768e-03
"                 468",5.052035162353e-03,7.246474221234e-02,2.766219657547e-02,4.480254563687e-02,-8.570174530699e-03
"                 469",5.052651031310e-03,7.246313380783e-02,2.766142544293e-02,4.480170836491e-02,-8.570141460989e-03
"                 470",5.053076348680e-03,7.246156617968e-02,2.766077085928e-02,4.480079532040e-02,-8.570012230557e-03
"                 471",5.053272767883e-03,7.245909710637e-02,2.765975940636e-02,4.479933770001e-02,-8.569789146822e-03
"                 472",5.053236695412e-03,7.245661641077e-02,2.765883812175e-02,4.479777828901e-02,-8.569470083631e-03
"                 473",5.053639394248e-03,7.245293479487e-02,2.765744843647e-02,4.479548635840e-02,-8.569018960970e-03
"                 474",5.053893650339e-03,7.245008860384e-02,2.765639768674e-02,4.479369091710e-02,-8.568646615180e-03
"                 475",5.054327772373e-03,7.244766363691e-02,2.765542906799e-02,4.479223456893e-02,-8.568402750469e-03
"                 476",5.054748918011e-03,7.244650746094e-02,2.765494342071e-02,4.479156404023e-02,-8.568310309763e-03
"                 477",5.055319692509e-03,7.244584206807e-02,2.765457071026e-02,4.479127135781e-02,-8.568350323777e-03
"                 478",5.055865540721e-03,7.244635262902e-02,2.765465063983e-02,4.479170198919e-02,-8.568525674676e-03
"                 479",5.056565284162e-03,7.244620741178e-02,2.765442353431e-02,4.479178387747e-02,-8.568680171579e-03
"                 480",5.057195416783e-03,7.244625637972e-02,2.765432852104e-02,4.479192785868e-02,-8.568799668819e-03
"                 481",5.057837935983e-03,7.244619004961e-02,2.765419063611e-02,4.479199941350e-02,-8.568904388698e-03
"                 482",5.058341337767e-03,7.244648168595e-02,2.765425999009e-02,4.479222169586e-02,-8.568980852885e-03
"                 483",5.058939847830e-03,7.244602800429e-02,2.765399307784e-02,4.479203492644e-02,-8.569020924298e-03
"                 484",5.059452804673e-03,7.244606238743e-02,2.765394256501e-02,4.479211982242e-02,-8.569088628702e-03
"                 485",5.060097872893e-03,7.244621126230e-02,2.765388859676e-02,4.479232266554e-02,-8.569217034387e-03
"                 486",5.060593285211e-03,7.244720861283e-02,2.765419188140e-02,4.479301673143e-02,-8.569412425014e-03
"                 487",5.061104268718e-03,7.244777301175e-02,2.765430258683e-02,4.479347042491e-02,-8.569583919039e-03
"                 488",5.061411194542e-03,7.244767223178e-02,2.765420084665e-02,4.479347138513e-02,-8.569635269241e-03
"                 489",5.061715223187e-03,7.244567391578e-02,2.765335612421e-02,4.479231779157e-02,-8.569480833678e-03
"                 490",5.061883118131e-03,7.244339247077e-02,2.765248573161e-02,4.479090673916e-02,-8.569210503776e-03
"                 491",5.062067141631e-03,7.244038210453e-02,2.765135469933e-02,4.478902740520e-02,-8.568836352937e-03
"                 492",5.062120099282e-03,7.243770039040e-02,2.765041509090e-02,4.478728529950e-02,-8.568435104302e-03
"                 493",5.062349063930e-03,7.243485653752e-02,2.764933908365e-02,4.478551745388e-02,-8.568089185114e-03
"                 494",5.062642276406e-03,7.243335030787e-02,2.764875398029e-02,4.478459632759e-02,-8.567921173651e-03
