Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                  36",4.941993992794e-03,4.495950342847e-02,1.655120625978e-02,2.840829716868e-02,-5.928545454450e-03
"                  37",4.821034733045e-03,4.558211787894e-02,1.679356285018e-02,2.878855502875e-02,-5.997496089283e-03
"                  38",4.802601159737e-03,4.613686603255e-02,1.701870389530e-02,2.911816213725e-02,-6.049729120977e-03
"                  39",5.090544493557e-03,4.696031971749e-02,1.737067661014e-02,2.958964310735e-02,-6.109483248601e-03
"                  40",4.968015088980e-03,4.780946973192e-02,1.771055402714e-02,3.009891570478e-02,-6.194180838818e-03
"                  41",5.028790876549e-03,4.879305690535e-02,1.811571279465e-02,3.067734411070e-02,-6.280815658024e-03
"                  42",4.941113532433e-03,4.963734430125e-02,1.844845542999e-02,3.118888887126e-02,-6.370216720632e-03
"                  43",4.902376926774e-03,5.042308871092e-02,1.875168252972e-02,3.167140618120e-02,-6.459861825740e-03
"                  44",4.952040425038e-03,5.114273204746e-02,1.902666353391e-02,3.211606851355e-02,-6.544702489821e-03
"                  45",4.968982412189e-03,5.171357885857e-02,1.924897231457e-02,3.246460654401e-02,-6.607817114721e-03
"                  46",4.899698545387e-03,5.220768815100e-02,1.944121459417e-02,3.276647355683e-02,-6.662629481327e-03
"                  47",4.925784829896e-03,5.280960646906e-02,1.969947862319e-02,3.311012784586e-02,-6.705324611337e-03
"                  48",4.834258532121e-03,5.351545130398e-02,1.999613088019e-02,3.351932042379e-02,-6.761594771800e-03
"                  49",4.896607000723e-03,5.440722966983e-02,2.036288635898e-02,3.404434331086e-02,-6.840728475941e-03
"                  50",4.898678187442e-03,5.524451040801e-02,2.068443774135e-02,3.456007266666e-02,-6.937817462655e-03
"                  51",5.179906973210e-03,5.595247002255e-02,2.096076014591e-02,3.499170987663e-02,-7.015474865361e-03
"                  52",5.185504799136e-03,5.644687031842e-02,2.114541468748e-02,3.530145563094e-02,-7.078020471729e-03
"                  53",5.224672128311e-03,5.682968346387e-02,2.130544101539e-02,3.552424244848e-02,-7.109400716546e-03
"                  54",4.991211656341e-03,5.717236882824e-02,2.145783273947e-02,3.571453608877e-02,-7.128351674650e-03
"                  55",4.853217098085e-03,5.770903198401e-02,2.168536162982e-02,3.602367035419e-02,-7.169154362189e-03
"                  56",4.951722831873e-03,5.857283280312e-02,2.204493028215e-02,3.652790252097e-02,-7.241486119411e-03
"                  57",5.034916422034e-03,5.948420348036e-02,2.240276860654e-02,3.708143487382e-02,-7.339333133641e-03
"                  58",5.286139906617e-03,6.016817455261e-02,2.266141890714e-02,3.750675564548e-02,-7.422668369169e-03
"                  59",5.156648366813e-03,6.046437677478e-02,2.275523309234e-02,3.770914368244e-02,-7.476955295051e-03
"                  60",5.325481373028e-03,6.081629848024e-02,2.290915781897e-02,3.790714066127e-02,-7.498991421154e-03
"                  61",5.276918610257e-03,6.108748868517e-02,2.302604760955e-02,3.806144107562e-02,-7.517696733039e-03
"                  62",5.095591339004e-03,6.154921496264e-02,2.321625103387e-02,3.833296392877e-02,-7.558356447453e-03
"                  63",4.975886511613e-03,6.229604259775e-02,2.351820390889e-02,3.877783868886e-02,-7.629817389985e-03
"                  64",5.197363189749e-03,6.318679861991e-02,2.387505058698e-02,3.931174803294e-02,-7.718348722979e-03
"                  65",5.128267591331e-03,6.391853852096e-02,2.414978376599e-02,3.976875475497e-02,-7.809485494491e-03
"                  66",5.161226438812e-03,6.436533225192e-02,2.431276838054e-02,4.005256387138e-02,-7.869897745423e-03
"                  67",5.301218492658e-03,6.468712592563e-02,2.444051214182e-02,4.024661378381e-02,-7.903050820995e-03
"                  68",5.389628838648e-03,6.492460330337e-02,2.454804657888e-02,4.037655672449e-02,-7.914255072807e-03
"                  69",5.370021996080e-03,6.520375829515e-02,2.466702845598e-02,4.053672983918e-02,-7.934850691600e-03
"                  70",5.273383760809e-03,6.575876826516e-02,2.489324602819e-02,4.086552223697e-02,-7.986138104389e-03
"                  71",5.323223799450e-03,6.648774787940e-02,2.518346303544e-02,4.130428484396e-02,-8.060410904258e-03
"                  72",5.248850307573e-03,6.723135790225e-02,2.547056712991e-02,4.176079077234e-02,-8.145111821212e-03
"                  73",5.448068192648e-03,6.798011585230e-02,2.577221690811e-02,4.220789894419e-02,-8.217841018037e-03
"                  74",5.636056799262e-03,6.846978400415e-02,2.597312618199e-02,4.249665782215e-02,-8.261765820081e-03
"                  75",5.438496361147e-03,6.860934756175e-02,2.601570184015e-02,4.259364572160e-02,-8.288971940728e-03
"                  76",5.606968921721e-03,6.887381699929e-02,2.613412180429e-02,4.273969519500e-02,-8.302786695355e-03
"                  77",5.457686537507e-03,6.903593330811e-02,2.619171478351e-02,4.284421852460e-02,-8.326251870544e-03
"                  78",5.287234030224e-03,6.929030612461e-02,2.628114873017e-02,4.300915739444e-02,-8.364004332137e-03
"                  79",5.392165006474e-03,6.982526888711e-02,2.649601797496e-02,4.332925091216e-02,-8.416616468600e-03
"                  80",5.483999231593e-03,7.051231077482e-02,2.677788799355e-02,4.373442278128e-02,-8.478267393866e-03
"                  81",5.451269022675e-03,7.101100589368e-02,2.697402648428e-02,4.403697940940e-02,-8.531476462560e-03
"                  82",5.463986553728e-03,7.133107219813e-02,2.710039515439e-02,4.423067704374e-02,-8.565140944676e-03
"                  83",5.630583966079e-03,7.168020548406e-02,2.725090815643e-02,4.442929732762e-02,-8.589194585594e-03
"                  84",5.611932419673e-03,7.184681931470e-02,2.731768102482e-02,4.452913828988e-02,-8.605728632526e-03
"                  85",5.610677846533e-03,7.201987763553e-02,2.738774135691e-02,4.463213627862e-02,-8.622197460859e-03
"                  86",5.485321970917e-03,7.217874932562e-02,2.744325889435e-02,4.473549043127e-02,-8.646115768461e-03
"                  87",5.629353382464e-03,7.251580649018e-02,2.758306778269e-02,4.493273870749e-02,-8.674835462400e-03
"                  88",5.751371742107e-03,7.294422287318e-02,2.776608206846e-02,4.517814080472e-02,-8.706029368129e-03
"                  89",5.645367564089e-03,7.326050043003e-02,2.789048019051e-02,4.537002023952e-02,-8.739770024504e-03
"                  90",5.756393765229e-03,7.362253257959e-02,2.803913954754e-02,4.558339303205e-02,-8.772126742254e-03
"                  91",5.551276873253e-03,7.376673494394e-02,2.809170647496e-02,4.567502846899e-02,-8.791660997015e-03
"                  92",5.665627225093e-03,7.394456684601e-02,2.816963361259e-02,4.577493323342e-02,-8.802649810417e-03
"                  93",5.741034182324e-03,7.410128343025e-02,2.824042146299e-02,4.586086196726e-02,-8.810220252135e-03
"                  94",5.657734121484e-03,7.420648257995e-02,2.827749670826e-02,4.592898587170e-02,-8.825744581719e-03
"                  95",5.681532416885e-03,7.432975336801e-02,2.833193672837e-02,4.599781663964e-02,-8.832939955639e-03
"                  96",5.527304069298e-03,7.448188637470e-02,2.838472485549e-02,4.609716151921e-02,-8.856218331858e-03
"                  97",5.579301131170e-03,7.464956427023e-02,2.845794118577e-02,4.619162308446e-02,-8.866840949343e-03
"                  98",5.556218364500e-03,7.483500910725e-02,2.853159029290e-02,4.630341881435e-02,-8.885914260729e-03
"                  99",5.623412677328e-03,7.497888181904e-02,2.859644918443e-02,4.638243263461e-02,-8.892991725093e-03
"                 100",5.508505788608e-03,7.509068066199e-02,2.864001323854e-02,4.645066742345e-02,-8.905327092455e-03
"                 101",5.587716192488e-03,7.513095452651e-02,2.865481676126e-02,4.647613776525e-02,-8.910660501996e-03
"                 102",5.586754594068e-03,7.523395976597e-02,2.870147222884e-02,4.653248753713e-02,-8.915507654146e-03
"                 103",5.606680512944e-03,7.530159214894e-02,2.872768080152e-02,4.657391134743e-02,-8.923115272957e-03
"                 104",5.553429429503e-03,7.540150055892e-02,2.877479955091e-02,4.662670100802e-02,-8.925950728556e-03
"                 105",5.488117239679e-03,7.544123226204e-02,2.878839313548e-02,4.665283912656e-02,-8.932222995538e-03
"                 106",5.626314469385e-03,7.559939240594e-02,2.886222322996e-02,4.673716917598e-02,-8.937472973009e-03
"                 107",5.554679453818e-03,7.566197635779e-02,2.889128076012e-02,4.677069559767e-02,-8.939707418774e-03
"                 108",5.668693555498e-03,7.577506067316e-02,2.894365930662e-02,4.683140136654e-02,-8.943871029963e-03
"                 109",5.605086125501e-03,7.576549466739e-02,2.893800523205e-02,4.682748943534e-02,-8.944742101643e-03
"                 110",5.739144085043e-03,7.583842807865e-02,2.897943948117e-02,4.685898859748e-02,-8.939774558156e-03
"                 111",5.584241257595e-03,7.586147350841e-02,2.899127469968e-02,4.687019880873e-02,-8.939462054527e-03
"                 112",5.646338337941e-03,7.591935973880e-02,2.901699344683e-02,4.690236629197e-02,-8.942686422571e-03
"                 113",5.590872580754e-03,7.591173808681e-02,2.901456167248e-02,4.689717641432e-02,-8.941307370919e-03
"                 114",5.667402440717e-03,7.598614117708e-02,2.905191621409e-02,4.693422496299e-02,-8.941154374453e-03
"                 115",5.708000105721e-03,7.605235505952e-02,2.908501113152e-02,4.696734392800e-02,-8.941166398238e-03
"                 116",5.584165211613e-03,7.602218339132e-02,2.907246356183e-02,4.694971982950e-02,-8.938628133836e-03
"                 117",5.699740848244e-03,7.609064490994e-02,2.911120383837e-02,4.697944107157e-02,-8.934118616601e-03
"                 118",5.742021859034e-03,7.612722894183e-02,2.913206926580e-02,4.699515967602e-02,-8.931545205111e-03
"                 119",5.695914365671e-03,7.606234933830e-02,2.910698689633e-02,4.695536244197e-02,-8.924187772824e-03
"                 120",5.600272195865e-03,7.607628271740e-02,2.911108820084e-02,4.696519451655e-02,-8.927053157854e-03
"                 121",5.593456763601e-03,7.600603537446e-02,2.908268354402e-02,4.692335183044e-02,-8.920334143210e-03
"                 122",5.562833659685e-03,7.602543788215e-02,2.909394485418e-02,4.693149302797e-02,-8.918774086898e-03
"                 123",5.603108918550e-03,7.601750747289e-02,2.909447975825e-02,4.692302771465e-02,-8.914273978200e-03
"                 124",5.560701308663e-03,7.602676731174e-02,2.910165443196e-02,4.692511287978e-02,-8.911729223907e-03
"                 125",5.512342697571e-03,7.596999429966e-02,2.907784631594e-02,4.689214798372e-02,-8.907150833887e-03
"                 126",5.543728252934e-03,7.598803444460e-02,2.909062198902e-02,4.689741245557e-02,-8.903395233276e-03
"                 127",5.490108636312e-03,7.596819116767e-02,2.908398019460e-02,4.688421097307e-02,-8.900115389232e-03
"                 128",5.464824953272e-03,7.593001682411e-02,2.906487629304e-02,4.686514053107e-02,-8.900132119015e-03
"                 129",5.540753877115e-03,7.595158321724e-02,2.908333370754e-02,4.686824950970e-02,-8.892457901080e-03
"                 130",5.503667627143e-03,7.596408944420e-02,2.909046552751e-02,4.687362391669e-02,-8.891579194586e-03
"                 131",5.490053960673e-03,7.584838719529e-02,2.904001449020e-02,4.680837270509e-02,-8.884179107445e-03
"                 132",5.526969461155e-03,7.590953206513e-02,2.907438036380e-02,4.683515170133e-02,-8.880385668765e-03
"                 133",5.495533495049e-03,7.582224596041e-02,2.903550378053e-02,4.678674217988e-02,-8.875619199679e-03
"                 134",5.544517772039e-03,7.588450061966e-02,2.907099402872e-02,4.681350659094e-02,-8.871256281108e-03
"                 135",5.380571641566e-03,7.577349230866e-02,2.901707136759e-02,4.675642094107e-02,-8.869674786742e-03
"                 136",5.544294580712e-03,7.579908379440e-02,2.903582986758e-02,4.676325392682e-02,-8.863712029623e-03
"                 137",5.515739453217e-03,7.582034612564e-02,2.905011146173e-02,4.677023466391e-02,-8.860061601093e-03
"                 138",5.738399040946e-03,7.585848829591e-02,2.907391217797e-02,4.678457611794e-02,-8.855331969985e-03
"                 139",5.674331782082e-03,7.579106785205e-02,2.904842901234e-02,4.674263883970e-02,-8.847104913681e-03
"                 140",5.544964083544e-03,7.575672839515e-02,2.903080065772e-02,4.672592773743e-02,-8.847563539855e-03
"                 141",5.641722150982e-03,7.573267053889e-02,2.902730554537e-02,4.670536499352e-02,-8.839029724073e-03
"                 142",5.498090078145e-03,7.566153005676e-02,2.899416200695e-02,4.666736804982e-02,-8.836603021434e-03
"                 143",5.485645489267e-03,7.564323614924e-02,2.898915137446e-02,4.665408477478e-02,-8.832466700161e-03
"                 144",5.537782798421e-03,7.558978739142e-02,2.896767529289e-02,4.662211209852e-02,-8.827218402815e-03
"                 145",5.646531000306e-03,7.567708231184e-02,2.901589368044e-02,4.666118863141e-02,-8.822647475484e-03
"                 146",5.492971075185e-03,7.566680635076e-02,2.900806303792e-02,4.665874331284e-02,-8.825340137461e-03
"                 147",5.432532692161e-03,7.550879895811e-02,2.893622626507e-02,4.657257269304e-02,-8.818173213986e-03
"                 148",5.455117959466e-03,7.551793225519e-02,2.894261451934e-02,4.657531773586e-02,-8.816351608260e-03
"                 149",5.383680153107e-03,7.544627310761e-02,2.890981247113e-02,4.653646063648e-02,-8.813324082677e-03
"                 150",5.298283705185e-03,7.539832805271e-02,2.889083928726e-02,4.650748876545e-02,-8.808324739095e-03
"                 151",5.279219786700e-03,7.539330245128e-02,2.888748307962e-02,4.650581937166e-02,-8.809168146020e-03
"                 152",5.340566827226e-03,7.537882400725e-02,2.888379712801e-02,4.649502687924e-02,-8.805614875612e-03
"                 153",5.347200267119e-03,7.536370901771e-02,2.887692321848e-02,4.648678579922e-02,-8.804931290370e-03
"                 154",5.394272944978e-03,7.533346515717e-02,2.886356958432e-02,4.646989557284e-02,-8.803162994261e-03
"                 155",5.416143274870e-03,7.538794948477e-02,2.889343091847e-02,4.649451856630e-02,-8.800543823914e-03
"                 156",5.399427982360e-03,7.536516539901e-02,2.888713318850e-02,4.647803221051e-02,-8.795449511003e-03
"                 157",5.508067130640e-03,7.540257903778e-02,2.890704042203e-02,4.649553861575e-02,-8.794249096862e-03
"                 158",5.357337608459e-03,7.529388743918e-02,2.885497369244e-02,4.643891374674e-02,-8.791970027150e-03
"                 159",5.449480137978e-03,7.534366835153e-02,2.888245881718e-02,4.646120953435e-02,-8.789375358587e-03
"                 160",5.493225970035e-03,7.531899314230e-02,2.887400364646e-02,4.644498949584e-02,-8.785492924690e-03
"                 161",5.404331368895e-03,7.529682056473e-02,2.886500820858e-02,4.643181235614e-02,-8.783402073780e-03
"                 162",5.413204166974e-03,7.526181175053e-02,2.885021657853e-02,4.641159517199e-02,-8.780689296729e-03
"                 163",5.366674517220e-03,7.521155067166e-02,2.882524231047e-02,4.638630836119e-02,-8.780533025363e-03
"                 164",5.311269998095e-03,7.517692259722e-02,2.881058134607e-02,4.636634125115e-02,-8.777879952537e-03
"                 165",5.489036212794e-03,7.521195438618e-02,2.883487468304e-02,4.637707970314e-02,-8.771102510052e-03
"                 166",5.410103782699e-03,7.514525614723e-02,2.880403122566e-02,4.634122492157e-02,-8.768596847958e-03
"                 167",5.362902641733e-03,7.515406961208e-02,2.880886206666e-02,4.634520754542e-02,-8.768172739376e-03
"                 168",5.484415230465e-03,7.511566258070e-02,2.879963407794e-02,4.631602850275e-02,-8.758197212403e-03
"                 169",5.450401406913e-03,7.510346842079e-02,2.879021318521e-02,4.631325523558e-02,-8.761521025188e-03
"                 170",5.429648287397e-03,7.508969373419e-02,2.878549186718e-02,4.630420186701e-02,-8.759354999913e-03
"                 171",5.417963256012e-03,7.507619380327e-02,2.877810691327e-02,4.629808689000e-02,-8.759989988365e-03
"                 172",5.363832825752e-03,7.495047403725e-02,2.872058869904e-02,4.622988533821e-02,-8.754648319585e-03
"                 173",5.286372297878e-03,7.493333082956e-02,2.871191759326e-02,4.622141323630e-02,-8.754747821520e-03
"                 174",5.297350913282e-03,7.491220645560e-02,2.870647372440e-02,4.620573273120e-02,-8.749629503400e-03
"                 175",5.268316749575e-03,7.491656989368e-02,2.870720515754e-02,4.620936473614e-02,-8.751079789299e-03
"                 176",5.346983839753e-03,7.489696080973e-02,2.870015234384e-02,4.619680846590e-02,-8.748328061031e-03
"                 177",5.225217531583e-03,7.484183367472e-02,2.867335321186e-02,4.616848046286e-02,-8.747563625498e-03
"                 178",5.293240274554e-03,7.478290793604e-02,2.864772730262e-02,4.613518063342e-02,-8.743726665402e-03
"                 179",5.345423259979e-03,7.486326287632e-02,2.868544142814e-02,4.617782144819e-02,-8.746190010027e-03
"                 180",5.382864057818e-03,7.475613261787e-02,2.863755123650e-02,4.611858138137e-02,-8.740515072435e-03
"                 181",5.287678195089e-03,7.474343028802e-02,2.863015953440e-02,4.611327075362e-02,-8.741555609612e-03
"                 182",5.187940361165e-03,7.466279710765e-02,2.858999574202e-02,4.607280136563e-02,-8.741402811807e-03
"                 183",5.184533556057e-03,7.467631947713e-02,2.859799626779e-02,4.607832320935e-02,-8.740163470781e-03
"                 184",5.170332952047e-03,7.466413205165e-02,2.859648494990e-02,4.606764710175e-02,-8.735581075929e-03
"                 185",5.255156122542e-03,7.460458238882e-02,2.856438011607e-02,4.604020227275e-02,-8.737911078338e-03
"                 186",5.080643525930e-03,7.459077648648e-02,2.855731835081e-02,4.603345813567e-02,-8.738069892427e-03
"                 187",5.225976403503e-03,7.454126138548e-02,2.853774041066e-02,4.600352097483e-02,-8.732890282083e-03
"                 188",5.172065311155e-03,7.460353773858e-02,2.857041085459e-02,4.603312688398e-02,-8.731358014694e-03
"                 189",5.150061576911e-03,7.448632036234e-02,2.851009798139e-02,4.597622238095e-02,-8.733062199776e-03
"                 190",5.135159268936e-03,7.451325109059e-02,2.852455799325e-02,4.598869309734e-02,-8.732067552045e-03
"                 191",5.059519044407e-03,7.448937555045e-02,2.851123724698e-02,4.597813830347e-02,-8.733450528248e-03
"                 192",5.066605336586e-03,7.451082763152e-02,2.852456703750e-02,4.598626059402e-02,-8.730846778257e-03
"                 193",5.206248215114e-03,7.446105721530e-02,2.850724254532e-02,4.595381466998e-02,-8.723286062330e-03
"                 194",5.124770991610e-03,7.446915001145e-02,2.851090665985e-02,4.595824335160e-02,-8.723668345877e-03
"                 195",5.046114205534e-03,7.442960451438e-02,2.849050936174e-02,4.593909515263e-02,-8.724292895446e-03
"                 196",5.077331920948e-03,7.443791993645e-02,2.849713775003e-02,4.594078218642e-02,-8.721822218191e-03
"                 197",4.964139836042e-03,7.440608920040e-02,2.847939485985e-02,4.592669434055e-02,-8.723649740349e-03
"                 198",4.998831610129e-03,7.438033290146e-02,2.846818579424e-02,4.591214710722e-02,-8.721980656493e-03
"                 199",5.000896763515e-03,7.440159203355e-02,2.847659121231e-02,4.592500082124e-02,-8.724204804468e-03
"                 200",5.112867101931e-03,7.436450358622e-02,2.846993912315e-02,4.589456446307e-02,-8.712312669962e-03
"                 201",4.988273461812e-03,7.436204626142e-02,2.846342917554e-02,4.589861708587e-02,-8.717593955163e-03
"                 202",4.978207085703e-03,7.435277414853e-02,2.845896996518e-02,4.589380418336e-02,-8.717417109088e-03
"                 203",4.939076519298e-03,7.436918463713e-02,2.846454012453e-02,4.590464451260e-02,-8.720052194038e-03
"                 204",4.917599739120e-03,7.433466064143e-02,2.844871370222e-02,4.588594693922e-02,-8.718616618499e-03
"                 205",4.859519560143e-03,7.431728919468e-02,2.843893768288e-02,4.587835151180e-02,-8.719706914460e-03
"                 206",4.948153431582e-03,7.433303932988e-02,2.844830781396e-02,4.588473151592e-02,-8.718211850981e-03
"                 207",4.877299362551e-03,7.433115914900e-02,2.844574012784e-02,4.588541902116e-02,-8.719839446660e-03
"                 208",4.902357552711e-03,7.430699078890e-02,2.843584226469e-02,4.587114852421e-02,-8.717653129764e-03
"                 209",4.875889198494e-03,7.428215480007e-02,2.842371412477e-02,4.585844067530e-02,-8.717363275263e-03
"                 210",4.843249259185e-03,7.427204767685e-02,2.841992773612e-02,4.585211994073e-02,-8.716096102308e-03
"                 211",4.929354031713e-03,7.426325119944e-02,2.841757280231e-02,4.584567839713e-02,-8.714052797410e-03
"                 212",4.851817403723e-03,7.427230108866e-02,2.842107813013e-02,4.585122295853e-02,-8.715072414204e-03
"                 213",4.822159380659e-03,7.429292517632e-02,2.843124964103e-02,4.586167553529e-02,-8.715212947134e-03
"                 214",4.878130800185e-03,7.431102045661e-02,2.844178967018e-02,4.586923078643e-02,-8.713720558125e-03
"                 215",4.838903319893e-03,7.427283960949e-02,2.842369369145e-02,4.584914591805e-02,-8.712726113300e-03
"                 216",4.872012247278e-03,7.426011176017e-02,2.841716013402e-02,4.584295162616e-02,-8.712895746072e-03
"                 217",4.827741124402e-03,7.427527492907e-02,2.842350116982e-02,4.585177375925e-02,-8.714136294718e-03
"                 218",4.855119134183e-03,7.429938294932e-02,2.843634862703e-02,4.586303432229e-02,-8.713342847630e-03
"                 219",4.838329314917e-03,7.427909156587e-02,2.842622075252e-02,4.585287081335e-02,-8.713325030416e-03
"                 220",4.838050988837e-03,7.425067886355e-02,2.841343613262e-02,4.583724273094e-02,-8.711903299161e-03
"                 221",4.815614878993e-03,7.424611358588e-02,2.841050034228e-02,4.583561324360e-02,-8.712556450658e-03
"                 222",4.845070611544e-03,7.425635022649e-02,2.841598149757e-02,4.584036872893e-02,-8.712193615680e-03
"                 223",4.823270000936e-03,7.425106969075e-02,2.841284216642e-02,4.583822752433e-02,-8.712692678959e-03
"                 224",4.878098398199e-03,7.425408846372e-02,2.841745736533e-02,4.583663109839e-02,-8.709586866533e-03
"                 225",4.855055575845e-03,7.422340578812e-02,2.840327452196e-02,4.582013126616e-02,-8.708428372097e-03
"                 226",4.872140186475e-03,7.421974151369e-02,2.840379249715e-02,4.581594901654e-02,-8.706078259698e-03
"                 227",4.825954159729e-03,7.421075649934e-02,2.839662860833e-02,4.581412789101e-02,-8.708749641340e-03
"                 228",4.830368623109e-03,7.421344275157e-02,2.839726665019e-02,4.581617610138e-02,-8.709454725591e-03
"                 229",4.825223396411e-03,7.421353559459e-02,2.839643901435e-02,4.581709658024e-02,-8.710328782948e-03
"                 230",4.826435684622e-03,7.418915673232e-02,2.838587985100e-02,4.580327688132e-02,-8.708698515163e-03
"                 231",4.819604735063e-03,7.417561803303e-02,2.837935755192e-02,4.579626048111e-02,-8.708451464592e-03
"                 232",4.870315996976e-03,7.419086795129e-02,2.838684296804e-02,4.580402498325e-02,-8.708591007610e-03
"                 233",4.847729082379e-03,7.416520953520e-02,2.837476891169e-02,4.579044062351e-02,-8.707835855910e-03
"                 234",4.822627244042e-03,7.415573646282e-02,2.837080400579e-02,4.578493245704e-02,-8.707064225624e-03
"                 235",4.828246180296e-03,7.415356300131e-02,2.836916911174e-02,4.578439388956e-02,-8.707612388910e-03
"                 236",4.840598202736e-03,7.415792164220e-02,2.837133347192e-02,4.578658817029e-02,-8.707627349183e-03
"                 237",4.811694317356e-03,7.413457262774e-02,2.835965287397e-02,4.577491975377e-02,-8.707633439898e-03
"                 238",4.815226687136e-03,7.412859341553e-02,2.835679544272e-02,4.577179797280e-02,-8.707501265041e-03
"                 239",4.823205289732e-03,7.412101874630e-02,2.835306165657e-02,4.576795708973e-02,-8.707447716580e-03
"                 240",4.818778890633e-03,7.411673816530e-02,2.835071151051e-02,4.576602665480e-02,-8.707657572144e-03
"                 241",4.807755083109e-03,7.410883394752e-02,2.834680947056e-02,4.576202447696e-02,-8.707607503196e-03
"                 242",4.808044988048e-03,7.410551487997e-02,2.834529114530e-02,4.576022373467e-02,-8.707466294682e-03
"                 243",4.808889838974e-03,7.410067447960e-02,2.834313579568e-02,4.575753868392e-02,-8.707201444120e-03
"                 244",4.811008948644e-03,7.409232260817e-02,2.833942147519e-02,4.575290113298e-02,-8.706739828897e-03
"                 245",4.814560462411e-03,7.408385135584e-02,2.833557944556e-02,4.574827191028e-02,-8.706346232359e-03
"                 246",4.824437936975e-03,7.407916482213e-02,2.833340572234e-02,4.574575909979e-02,-8.706176688723e-03
